id,case,family,query,candidate,top_id,top_text,word_a,word_b,word_a_id,word_b_id,word_a_logit,word_b_logit,word_a_probability,word_b_probability,edit_norm,capped
J04_g0_c0_color/d6_ridge,J04_g0_c0_color,J04,color,d6_ridge,2266, red,red,blue,2266,4171,-110.08766174316406,-111.31898498535156,0.08640328638869056,0.02522164286585834,32.12004089355469,0
J04_g0_c0_color/reflection,J04_g0_c0_color,J04,color,reflection,2266, red,red,blue,2266,4171,-110.08340454101562,-111.39999389648438,0.08138241320982827,0.02181438992343117,34.292423248291016,0
J04_g0_c0_color/reflection_capped,J04_g0_c0_color,J04,color,reflection_capped,2266, red,red,blue,2266,4171,-110.08340454101562,-111.39999389648438,0.08138241320982827,0.02181438992343117,34.292423248291016,0
J04_g0_c0_color/donor,J04_g0_c0_color,J04,color,donor,2266, red,red,blue,2266,4171,-110.99567413330078,-112.05152130126953,0.0805759984419794,0.02803219444080513,6.383883953094482,0
J04_g0_c1_recipient/d6_internal,J04_g0_c1_recipient,J04,recipient,d6_internal,465, his,William,Elizabeth,3977,10674,-81.99576568603516,-84.06340026855469,0.1227491877598983,0.01552588400758786,33.370643615722656,0
J04_g0_c1_recipient/d6_task,J04_g0_c1_recipient,J04,recipient,d6_task,10674, Elizabeth,William,Elizabeth,3977,10674,-81.98109436035156,-78.34437561035156,0.006487855287646535,0.2463247437578605,14.354524612426758,0
J04_g0_c1_recipient/d6_yoked,J04_g0_c1_recipient,J04,recipient,d6_yoked,10674, Elizabeth,William,Elizabeth,3977,10674,-76.53823852539062,-71.49061584472656,0.001831139530518507,0.28502051154041785,32.39090347290039,0
J04_g0_c1_recipient/d6_ridge,J04_g0_c1_recipient,J04,recipient,d6_ridge,465, his,William,Elizabeth,3977,10674,-85.7166748046875,-85.2005844116211,0.06358057080079328,0.10652698423847752,15.960098266601562,0
J04_g0_c1_recipient/reflection,J04_g0_c1_recipient,J04,recipient,reflection,465, his,William,Elizabeth,3977,10674,-86.60218811035156,-86.1557846069336,0.06709918604676464,0.10485468265560077,17.043811798095703,0
J04_g0_c1_recipient/reflection_capped,J04_g0_c1_recipient,J04,recipient,reflection_capped,465, his,William,Elizabeth,3977,10674,-86.60218811035156,-86.1557846069336,0.06709918604676464,0.10485468265560077,17.043811798095703,0
J04_g0_c1_recipient/donor,J04_g0_c1_recipient,J04,recipient,donor,465, his,William,Elizabeth,3977,10674,-93.30961608886719,-94.43065643310547,0.07898189592265649,0.025743400845757596,23.887788772583008,0
J04_g0_c1_color/d6_internal,J04_g0_c1_color,J04,color,d6_internal,2266, red,red,blue,2266,4171,-101.542724609375,-101.82473754882812,0.04483086724243739,0.03381430587431043,63.28752136230469,0
J04_g0_c1_color/d6_task,J04_g0_c1_color,J04,color,d6_task,4171, blue,red,blue,2266,4171,-112.29212951660156,-112.02862548828125,0.05714997987975275,0.07437970084452625,25.86238670349121,0
J04_g0_c1_color/d6_yoked,J04_g0_c1_color,J04,color,d6_yoked,2266, red,red,blue,2266,4171,-102.92554473876953,-103.0075912475586,0.0513127333794292,0.04727078382849061,69.50834655761719,1
J04_g0_c1_color/d6_ridge,J04_g0_c1_color,J04,color,d6_ridge,2266, red,red,blue,2266,4171,-109.18138122558594,-109.33592987060547,0.06359953665197346,0.05449219824497377,32.43809127807617,0
J04_g0_c1_color/reflection,J04_g0_c1_color,J04,color,reflection,2266, red,red,blue,2266,4171,-109.42352294921875,-109.67752075195312,0.05882324606674555,0.04562881000224272,34.82039260864258,0
J04_g0_c1_color/reflection_capped,J04_g0_c1_color,J04,color,reflection_capped,2266, red,red,blue,2266,4171,-109.42352294921875,-109.67752075195312,0.05882324606674555,0.04562881000224272,34.82039260864258,0
J04_g0_c1_color/donor,J04_g0_c1_color,J04,color,donor,2266, red,red,blue,2266,4171,-110.78246307373047,-110.86701965332031,0.06122124958020699,0.056257409959731074,6.373064994812012,0
J04_g1_c0_recipient/d6_internal,J04_g1_c0_recipient,J04,recipient,d6_internal,3977, William,William,Elizabeth,3977,10674,-87.9273910522461,-92.10043334960938,0.39674291899240444,0.006111952097324015,23.128536224365234,0
J04_g1_c0_recipient/d6_task,J04_g1_c0_recipient,J04,recipient,d6_task,607, her,William,Elizabeth,3977,10674,-83.8602066040039,-82.47118377685547,0.011094805121200228,0.04450047302175876,32.223121643066406,0
J04_g1_c0_recipient/d6_yoked,J04_g1_c0_recipient,J04,recipient,d6_yoked,607, her,William,Elizabeth,3977,10674,-79.26532745361328,-75.78775024414062,0.0018701940720806654,0.06055907996047183,49.38628387451172,0
J04_g1_c0_recipient/d6_ridge,J04_g1_c0_recipient,J04,recipient,d6_ridge,607, her,William,Elizabeth,3977,10674,-86.73320007324219,-85.0805435180664,0.017802990964529093,0.09294640438298539,28.516845703125,0
J04_g1_c0_recipient/reflection,J04_g1_c0_recipient,J04,recipient,reflection,607, her,William,Elizabeth,3977,10674,-86.55445098876953,-84.82125091552734,0.018940893006141324,0.10718146248508775,29.93022346496582,0
J04_g1_c0_recipient/reflection_capped,J04_g1_c0_recipient,J04,recipient,reflection_capped,607, her,William,Elizabeth,3977,10674,-86.55445098876953,-84.82125091552734,0.018940893006141324,0.10718146248508775,29.93022346496582,0
J04_g1_c0_recipient/donor,J04_g1_c0_recipient,J04,recipient,donor,607, her,William,Elizabeth,3977,10674,-83.95291137695312,-82.77737426757812,0.032926609240236146,0.10667834993276261,25.15492820739746,0
J04_g1_c0_color/d6_internal,J04_g1_c0_color,J04,color,d6_internal,2266, red,red,blue,2266,4171,-101.93000030517578,-102.69648742675781,0.051190071597738744,0.023785079624434487,61.47993469238281,0
J04_g1_c0_color/d6_task,J04_g1_c0_color,J04,color,d6_task,2266, red,red,blue,2266,4171,-112.87923431396484,-113.73137664794922,0.07979840997924405,0.03403404153006511,28.85516357421875,0
J04_g1_c0_color/d6_yoked,J04_g1_c0_color,J04,color,d6_yoked,2266, red,red,blue,2266,4171,-104.0370864868164,-105.29159545898438,0.08110164266313419,0.023131474984463513,69.50833892822266,1
J04_g1_c0_color/d6_ridge,J04_g1_c0_color,J04,color,d6_ridge,2266, red,red,blue,2266,4171,-108.49149322509766,-109.69890594482422,0.08232108976295177,0.02461151960218575,33.358665466308594,0
J04_g1_c0_color/reflection,J04_g1_c0_color,J04,color,reflection,2266, red,red,blue,2266,4171,-109.93962097167969,-111.23200988769531,0.08068785495099115,0.022158012110809436,35.665496826171875,0
J04_g1_c0_color/reflection_capped,J04_g1_c0_color,J04,color,reflection_capped,2266, red,red,blue,2266,4171,-109.93962097167969,-111.23200988769531,0.08068785495099115,0.022158012110809436,35.665496826171875,0
J04_g1_c0_color/donor,J04_g1_c0_color,J04,color,donor,2266, red,red,blue,2266,4171,-111.45149230957031,-112.51083374023438,0.07926185500397617,0.027478820954873827,6.383883953094482,0
J04_g1_c1_recipient/d6_internal,J04_g1_c1_recipient,J04,recipient,d6_internal,3977, William,William,Elizabeth,3977,10674,-89.1729736328125,-92.9751205444336,0.34999415241355136,0.00781284782235519,21.00180435180664,0
J04_g1_c1_recipient/d6_task,J04_g1_c1_recipient,J04,recipient,d6_task,607, her,William,Elizabeth,3977,10674,-82.83173370361328,-79.83462524414062,0.0019791211426628402,0.039636933125745795,42.76449203491211,0
J04_g1_c1_recipient/d6_yoked,J04_g1_c1_recipient,J04,recipient,d6_yoked,607, her,William,Elizabeth,3977,10674,-79.53499603271484,-75.280029296875,0.0006734109183919361,0.04744481173176984,56.945255279541016,0
J04_g1_c1_recipient/d6_ridge,J04_g1_c1_recipient,J04,recipient,d6_ridge,607, her,William,Elizabeth,3977,10674,-88.85987854003906,-87.0992431640625,0.015192046381184937,0.08835894180084071,28.18544578552246,0
J04_g1_c1_recipient/reflection,J04_g1_c1_recipient,J04,recipient,reflection,607, her,William,Elizabeth,3977,10674,-88.72968292236328,-86.85533905029297,0.015735029021998997,0.10253797799805638,29.506738662719727,0
J04_g1_c1_recipient/reflection_capped,J04_g1_c1_recipient,J04,recipient,reflection_capped,607, her,William,Elizabeth,3977,10674,-88.72968292236328,-86.85533905029297,0.015735029021998997,0.10253797799805638,29.506738662719727,0
J04_g1_c1_recipient/donor,J04_g1_c1_recipient,J04,recipient,donor,607, her,William,Elizabeth,3977,10674,-85.57970428466797,-84.46251678466797,0.03118850331374146,0.09531975132419221,23.887788772583008,0
J04_g1_c1_color/d6_internal,J04_g1_c1_color,J04,color,d6_internal,257, a,red,blue,2266,4171,-100.89769744873047,-101.15760803222656,0.040928341244008404,0.031560684340391804,63.35627746582031,0
J04_g1_c1_color/d6_task,J04_g1_c1_color,J04,color,d6_task,4171, blue,red,blue,2266,4171,-112.34442901611328,-111.88851165771484,0.0518831741796359,0.08185193129528946,27.915546417236328,0
J04_g1_c1_color/d6_yoked,J04_g1_c1_color,J04,color,d6_yoked,4171, blue,red,blue,2266,4171,-102.8887710571289,-102.76577758789062,0.05413107700560653,0.06121559188899974,69.50833892822266,1
J04_g1_c1_color/d6_ridge,J04_g1_c1_color,J04,color,d6_ridge,2266, red,red,blue,2266,4171,-108.83131408691406,-108.9056625366211,0.05860865052998244,0.05440923257678769,33.204856872558594,0
J04_g1_c1_color/reflection,J04_g1_c1_color,J04,color,reflection,2266, red,red,blue,2266,4171,-108.13367462158203,-108.33552551269531,0.05625466959464715,0.04597225956025972,35.63095474243164,0
J04_g1_c1_color/reflection_capped,J04_g1_c1_color,J04,color,reflection_capped,2266, red,red,blue,2266,4171,-108.13367462158203,-108.33552551269531,0.05625466959464715,0.04597225956025972,35.63095474243164,0
J04_g1_c1_color/donor,J04_g1_c1_color,J04,color,donor,4171, blue,red,blue,2266,4171,-109.7342529296875,-109.65343475341797,0.05836763698859752,0.06328065988007421,6.373064994812012,0
J05_g0_c0_recipient/none,J05_g0_c0_recipient,J05,recipient,none,14919, Susan,Joseph,Susan,7212,14919,-79.76502227783203,-77.41009521484375,0.03222734634054899,0.3395911589395544,0.0,0
J05_g0_c0_color/none,J05_g0_c0_color,J05,color,none,2266, red,red,blue,2266,4171,-115.14225769042969,-116.1032943725586,0.06345342617852442,0.02427069143595272,0.0,0
J05_g0_c1_recipient/none,J05_g0_c1_recipient,J05,recipient,none,14919, Susan,Joseph,Susan,7212,14919,-82.23825073242188,-80.28282165527344,0.04011105619509786,0.28346285426044965,0.0,0
J05_g0_c1_color/none,J05_g0_c1_color,J05,color,none,2266, red,red,blue,2266,4171,-114.4655532836914,-114.53594970703125,0.04866045462726616,0.04535272472557554,0.0,0
J05_g1_c0_recipient/none,J05_g1_c0_recipient,J05,recipient,none,7212, Joseph,Joseph,Susan,7212,14919,-92.37813568115234,-96.79903411865234,0.6444619244423692,0.007748639700669714,0.0,0
J05_g1_c0_color/none,J05_g1_c0_color,J05,color,none,2266, red,red,blue,2266,4171,-114.48566436767578,-115.39948272705078,0.05578029694887114,0.022367350897467164,0.0,0
J05_g1_c1_recipient/none,J05_g1_c1_recipient,J05,recipient,none,7212, Joseph,Joseph,Susan,7212,14919,-95.3495101928711,-99.87724304199219,0.6218545681601673,0.0067192289141431855,0.0,0
J05_g1_c1_color/none,J05_g1_c1_color,J05,color,none,257, a,red,blue,2266,4171,-113.08037567138672,-113.12609100341797,0.042940423645806323,0.04102158232455493,0.0,0
J05_g0_c0_recipient/d6_internal,J05_g0_c0_recipient,J05,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-82.46560668945312,-83.90141296386719,0.2344360944197523,0.055777845576320415,39.18572235107422,0
J05_g0_c0_recipient/d6_task,J05_g0_c0_recipient,J05,recipient,d6_task,14919, Susan,Joseph,Susan,7212,14919,-76.33384704589844,-72.73530578613281,0.010970463110142254,0.4009143242404922,18.771772384643555,0
J05_g0_c0_recipient/d6_yoked,J05_g0_c0_recipient,J05,recipient,d6_yoked,14919, Susan,Joseph,Susan,7212,14919,-72.73213195800781,-67.57882690429688,0.002590768944713504,0.448209059936117,40.36129379272461,0
J05_g0_c0_recipient/d6_ridge,J05_g0_c0_recipient,J05,recipient,d6_ridge,7212, Joseph,Joseph,Susan,7212,14919,-86.96717834472656,-88.29664611816406,0.333073244014833,0.08813719586519264,27.076881408691406,0
J05_g0_c0_recipient/reflection,J05_g0_c0_recipient,J05,recipient,reflection,7212, Joseph,Joseph,Susan,7212,14919,-87.37376403808594,-88.77879333496094,0.3616645346283903,0.08873796250210783,27.43560218811035,0
J05_g0_c0_recipient/reflection_capped,J05_g0_c0_recipient,J05,recipient,reflection_capped,7212, Joseph,Joseph,Susan,7212,14919,-87.37376403808594,-88.77879333496094,0.3616645346283903,0.08873796250210783,27.43560218811035,0
J05_g0_c0_recipient/donor,J05_g0_c0_recipient,J05,recipient,donor,7212, Joseph,Joseph,Susan,7212,14919,-92.93721771240234,-95.89849090576172,0.3973101657097321,0.020561986511328297,31.94281768798828,0
J05_g0_c0_color/d6_internal,J05_g0_c0_color,J05,color,d6_internal,257, a,red,blue,2266,4171,-103.1962890625,-104.18939208984375,0.03768119298280453,0.013958073449572053,65.69756317138672,0
J05_g0_c0_color/d6_task,J05_g0_c0_color,J05,color,d6_task,2266, red,red,blue,2266,4171,-115.98785400390625,-116.66197204589844,0.06302196179998874,0.03211634927399322,27.459993362426758,0
J05_g0_c0_color/d6_yoked,J05_g0_c0_color,J05,color,d6_yoked,2266, red,red,blue,2266,4171,-104.9737319946289,-106.7970962524414,0.06353004153355349,0.010258930876352696,69.50833892822266,1
J05_g0_c0_color/d6_ridge,J05_g0_c0_color,J05,color,d6_ridge,2266, red,red,blue,2266,4171,-114.63111877441406,-115.88695526123047,0.06862422624794075,0.01954675206553412,33.45686340332031,0
J05_g0_c0_color/reflection,J05_g0_c0_color,J05,color,reflection,2266, red,red,blue,2266,4171,-113.93849182128906,-115.29224395751953,0.06436060577586188,0.016622373650506932,36.05342102050781,0
J05_g0_c0_color/reflection_capped,J05_g0_c0_color,J05,color,reflection_capped,2266, red,red,blue,2266,4171,-113.93849182128906,-115.29224395751953,0.06436060577586188,0.016622373650506932,36.05342102050781,0
J05_g0_c0_color/donor,J05_g0_c0_color,J05,color,donor,2266, red,red,blue,2266,4171,-114.50569915771484,-115.39840698242188,0.05622320801848177,0.02302594908414974,8.093157768249512,0
J05_g0_c1_recipient/d6_internal,J05_g0_c1_recipient,J05,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-84.76968383789062,-86.41903686523438,0.23754997282665505,0.04565097595530894,38.037418365478516,0
J05_g0_c1_recipient/d6_task,J05_g0_c1_recipient,J05,recipient,d6_task,14919, Susan,Joseph,Susan,7212,14919,-78.08325958251953,-74.24371337890625,0.008102531591605767,0.37680309577585236,23.005231857299805,0
J05_g0_c1_recipient/d6_yoked,J05_g0_c1_recipient,J05,recipient,d6_yoked,14919, Susan,Joseph,Susan,7212,14919,-73.60700988769531,-68.2222671508789,0.0018998330192858215,0.41426618847459284,44.66294479370117,0
J05_g0_c1_recipient/d6_ridge,J05_g0_c1_recipient,J05,recipient,d6_ridge,7212, Joseph,Joseph,Susan,7212,14919,-88.92545318603516,-90.04882049560547,0.31646689977143677,0.10290964234886048,25.286500930786133,0
J05_g0_c1_recipient/reflection,J05_g0_c1_recipient,J05,recipient,reflection,7212, Joseph,Joseph,Susan,7212,14919,-89.00017547607422,-90.23663330078125,0.3246036745395809,0.09426850537132353,25.5598201751709,0
J05_g0_c1_recipient/reflection_capped,J05_g0_c1_recipient,J05,recipient,reflection_capped,7212, Joseph,Joseph,Susan,7212,14919,-89.00017547607422,-90.23663330078125,0.3246036745395809,0.09426850537132353,25.5598201751709,0
J05_g0_c1_recipient/donor,J05_g0_c1_recipient,J05,recipient,donor,7212, Joseph,Joseph,Susan,7212,14919,-95.52446746826172,-98.06072235107422,0.32286350029544725,0.025558622912245896,29.21770668029785,0
J05_g0_c1_color/d6_internal,J05_g0_c1_color,J05,color,d6_internal,257, a,red,blue,2266,4171,-102.54975891113281,-103.02327728271484,0.03228401342014814,0.020106714129289383,66.2557373046875,0
J05_g0_c1_color/d6_task,J05_g0_c1_color,J05,color,d6_task,4171, blue,red,blue,2266,4171,-115.47691345214844,-115.22662353515625,0.04517662231403274,0.05802475121435654,26.09120750427246,0
J05_g0_c1_color/d6_yoked,J05_g0_c1_color,J05,color,d6_yoked,2266, red,red,blue,2266,4171,-103.63959503173828,-104.5051040649414,0.04964203946511891,0.020891220760282693,69.50833892822266,1
J05_g0_c1_color/d6_ridge,J05_g0_c1_color,J05,color,d6_ridge,2266, red,red,blue,2266,4171,-113.71354675292969,-114.08189392089844,0.05368056332096284,0.03714034402093569,33.173954010009766,0
J05_g0_c1_color/reflection,J05_g0_c1_color,J05,color,reflection,257, a,red,blue,2266,4171,-112.82140350341797,-113.25006866455078,0.047934757378937924,0.031223646360399492,35.7123908996582,0
J05_g0_c1_color/reflection_capped,J05_g0_c1_color,J05,color,reflection_capped,257, a,red,blue,2266,4171,-112.82140350341797,-113.25006866455078,0.047934757378937924,0.031223646360399492,35.7123908996582,0
J05_g0_c1_color/donor,J05_g0_c1_color,J05,color,donor,257, a,red,blue,2266,4171,-112.1880111694336,-112.25247955322266,0.04513157022587775,0.04231381476145941,6.548069000244141,0
J05_g1_c0_recipient/d6_internal,J05_g1_c0_recipient,J05,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-92.21080017089844,-98.35005950927734,0.7349451438269781,0.0015849241064226293,20.5772647857666,0
J05_g1_c0_recipient/d6_task,J05_g1_c0_recipient,J05,recipient,d6_task,7212, Joseph,Joseph,Susan,7212,14919,-85.55490112304688,-87.86965942382812,0.31242500206998225,0.03086448426158734,21.942312240600586,0
J05_g1_c0_recipient/d6_yoked,J05_g1_c0_recipient,J05,recipient,d6_yoked,607, her,Joseph,Susan,7212,14919,-81.69625854492188,-80.1033935546875,0.033956949145260144,0.16699410475576004,36.90647888183594,0
J05_g1_c0_recipient/d6_ridge,J05_g1_c0_recipient,J05,recipient,d6_ridge,607, her,Joseph,Susan,7212,14919,-83.8797378540039,-83.35298919677734,0.09175786554898517,0.15538437230226665,29.18085289001465,0
J05_g1_c0_recipient/reflection,J05_g1_c0_recipient,J05,recipient,reflection,607, her,Joseph,Susan,7212,14919,-83.75262451171875,-83.04840087890625,0.08871177795444841,0.17939970360313093,30.081035614013672,0
J05_g1_c0_recipient/reflection_capped,J05_g1_c0_recipient,J05,recipient,reflection_capped,607, her,Joseph,Susan,7212,14919,-83.75262451171875,-83.04840087890625,0.08871177795444841,0.17939970360313093,30.081035614013672,0
J05_g1_c0_recipient/donor,J05_g1_c0_recipient,J05,recipient,donor,14919, Susan,Joseph,Susan,7212,14919,-81.2015609741211,-79.76685333251953,0.05557918221678548,0.23334460496089313,31.94281768798828,0
J05_g1_c0_color/d6_internal,J05_g1_c0_color,J05,color,d6_internal,257, a,red,blue,2266,4171,-104.03923797607422,-104.83999633789062,0.02921948850280322,0.013119209619896984,62.3101692199707,0
J05_g1_c0_color/d6_task,J05_g1_c0_color,J05,color,d6_task,2266, red,red,blue,2266,4171,-115.92124938964844,-116.56439208984375,0.05470963491158887,0.028757457781527156,27.002750396728516,0
J05_g1_c0_color/d6_yoked,J05_g1_c0_color,J05,color,d6_yoked,2266, red,red,blue,2266,4171,-105.35563659667969,-107.09197998046875,0.06360131218602762,0.011204222522636439,69.50834655761719,1
J05_g1_c0_color/d6_ridge,J05_g1_c0_color,J05,color,d6_ridge,2266, red,red,blue,2266,4171,-113.53765869140625,-114.69599914550781,0.05626689375353938,0.017668190489521125,32.88191223144531,0
J05_g1_c0_color/reflection,J05_g1_c0_color,J05,color,reflection,2266, red,red,blue,2266,4171,-113.44223022460938,-114.68812561035156,0.053777410284887986,0.01547085776542352,35.21141052246094,0
J05_g1_c0_color/reflection_capped,J05_g1_c0_color,J05,color,reflection_capped,2266, red,red,blue,2266,4171,-113.44223022460938,-114.68812561035156,0.053777410284887986,0.01547085776542352,35.21141052246094,0
J05_g1_c0_color/donor,J05_g1_c0_color,J05,color,donor,2266, red,red,blue,2266,4171,-115.51427459716797,-116.49539947509766,0.06528023306921968,0.024472851546729894,8.093157768249512,0
J05_g1_c1_recipient/d6_internal,J05_g1_c1_recipient,J05,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-94.0707015991211,-100.21975708007812,0.6735305420750819,0.0014383230151848838,20.950986862182617,0
J05_g1_c1_recipient/d6_task,J05_g1_c1_recipient,J05,recipient,d6_task,607, her,Joseph,Susan,7212,14919,-85.3812484741211,-85.7456283569336,0.07697968512171176,0.053472188341062016,29.680452346801758,0
J05_g1_c1_recipient/d6_yoked,J05_g1_c1_recipient,J05,recipient,d6_yoked,607, her,Joseph,Susan,7212,14919,-81.56239318847656,-78.90608215332031,0.00999330208694231,0.14234107475119404,45.82634735107422,0
J05_g1_c1_recipient/d6_ridge,J05_g1_c1_recipient,J05,recipient,d6_ridge,607, her,Joseph,Susan,7212,14919,-86.36043548583984,-85.92139434814453,0.08528104876361535,0.13228959168063104,28.64866828918457,0
J05_g1_c1_recipient/reflection,J05_g1_c1_recipient,J05,recipient,reflection,607, her,Joseph,Susan,7212,14919,-86.8965072631836,-86.41345977783203,0.08615996374222339,0.139665893771132,29.62358856201172,0
J05_g1_c1_recipient/reflection_capped,J05_g1_c1_recipient,J05,recipient,reflection_capped,607, her,Joseph,Susan,7212,14919,-86.8965072631836,-86.41345977783203,0.08615996374222339,0.139665893771132,29.62358856201172,0
J05_g1_c1_recipient/donor,J05_g1_c1_recipient,J05,recipient,donor,14919, Susan,Joseph,Susan,7212,14919,-84.16905212402344,-83.13555145263672,0.0677940716675778,0.19056158515552438,29.21770668029785,0
J05_g1_c1_color/d6_internal,J05_g1_c1_color,J05,color,d6_internal,257, a,red,blue,2266,4171,-100.75826263427734,-101.28485107421875,0.02853260633747353,0.01685182695224981,66.6362533569336,0
J05_g1_c1_color/d6_task,J05_g1_c1_color,J05,color,d6_task,4171, blue,red,blue,2266,4171,-114.5053482055664,-114.20713806152344,0.04068127404713226,0.054815775877052296,26.28872299194336,0
J05_g1_c1_color/d6_yoked,J05_g1_c1_color,J05,color,d6_yoked,2266, red,red,blue,2266,4171,-104.71226501464844,-105.35650634765625,0.04509942254913508,0.023679936054956913,69.50834655761719,1
J05_g1_c1_color/d6_ridge,J05_g1_c1_color,J05,color,d6_ridge,257, a,red,blue,2266,4171,-112.68132019042969,-112.95579528808594,0.046551724639907435,0.03537795742442926,33.52703094482422,0
J05_g1_c1_color/reflection,J05_g1_c1_color,J05,color,reflection,257, a,red,blue,2266,4171,-112.66677856445312,-113.10027313232422,0.041841331401972104,0.027123216882526415,36.111228942871094,0
J05_g1_c1_color/reflection_capped,J05_g1_c1_color,J05,color,reflection_capped,257, a,red,blue,2266,4171,-112.66677856445312,-113.10027313232422,0.041841331401972104,0.027123216882526415,36.111228942871094,0
J05_g1_c1_color/donor,J05_g1_c1_color,J05,color,donor,2266, red,red,blue,2266,4171,-114.72689819335938,-114.7939453125,0.047266662617850716,0.04420147327891401,6.548069000244141,0
J06_g0_c0_recipient/none,J06_g0_c0_recipient,J06,recipient,none,262, the,William,Elizabeth,3977,10674,-100.92528533935547,-101.39781951904297,0.008437591155319868,0.005260166498975418,0.0,0
J06_g0_c0_color/none,J06_g0_c0_color,J06,color,none,2266, red,red,blue,2266,4171,-112.04053497314453,-113.19354248046875,0.0985953403681661,0.031125159997025115,0.0,0
J06_g0_c1_recipient/none,J06_g0_c1_recipient,J06,recipient,none,262, the,William,Elizabeth,3977,10674,-103.4003677368164,-103.96760559082031,0.00673526809961356,0.003819500908995129,0.0,0
J06_g0_c1_color/none,J06_g0_c1_color,J06,color,none,4171, blue,red,blue,2266,4171,-111.74203491210938,-111.55773162841797,0.06094608311339136,0.07328037763161405,0.0,0
J06_g1_c0_recipient/none,J06_g1_c0_recipient,J06,recipient,none,262, the,William,Elizabeth,3977,10674,-101.53958129882812,-101.46878814697266,0.010799845980327632,0.01159211383150426,0.0,0
