case,family,giver,color,query,intent,arm,measurement_id,expected,top_id,top_text,correct,invalid,target_probability,contrast,edit_norm,capped,prohibited_proposal,useful_execution,unauthorized_execution
J00_g0_c0_color,J00,William,red,color,keep,current_donor_oracle,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g0_c0_color,J00,William,red,color,keep,textual_update,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g0_c0_color,J00,William,red,color,keep,revoked_reflection,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,no_edit,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,d6_internal,J00_g0_c0_color/d6_internal,red,2266, red,1,0,0.052869073314117665,0.7761764526367188,62.95668029785156,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,d6_task,J00_g0_c0_color/d6_task,red,2266, red,1,0,0.09369439491935037,0.7577590942382812,25.890169143676758,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,d6_yoked,J00_g0_c0_color/d6_yoked,red,2266, red,1,0,0.09113418443967337,1.1964263916015625,69.50833892822266,1,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,d6_ridge,J00_g0_c0_color/d6_ridge,red,2266, red,1,0,0.1010272331587756,1.190460205078125,33.08143997192383,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,reflection,J00_g0_c0_color/reflection,red,2266, red,1,0,0.08922138297991856,1.2120437622070312,35.319522857666016,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,reflection_capped,J00_g0_c0_color/reflection_capped,red,2266, red,1,0,0.08922138297991856,1.2120437622070312,35.319522857666016,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,intent_blind_reflection,J00_g0_c0_color/reflection,red,2266, red,1,0,0.08922138297991856,1.2120437622070312,35.319522857666016,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,wrong_intent_reflection,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,current_donor_oracle,J00_g0_c0_color/donor,red,2266, red,1,0,0.09542593506117128,0.9896621704101562,5.919430255889893,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,textual_update,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g0_c0_color,J00,William,red,color,swap,revoked_reflection,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,no_edit,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,d6_internal,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,d6_task,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,d6_yoked,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,d6_ridge,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,reflection,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,reflection_capped,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,intent_blind_reflection,J00_g0_c1_recipient/reflection,Elizabeth,262, the,0,1,0.0516710466760853,0.1564178466796875,17.462413787841797,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,wrong_intent_reflection,J00_g0_c1_recipient/reflection,Elizabeth,262, the,0,1,0.0516710466760853,0.1564178466796875,17.462413787841797,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,current_donor_oracle,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,textual_update,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,keep,revoked_reflection,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,no_edit,J00_g0_c1_recipient/none,William,10674, Elizabeth,0,0,0.007945970594270189,-3.2874679565429688,0.0,0,1,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,d6_internal,J00_g0_c1_recipient/d6_internal,William,262, the,0,1,0.05497394161484759,0.4272003173828125,20.818174362182617,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,d6_task,J00_g0_c1_recipient/d6_task,William,3977, William,1,0,0.1390165509298861,2.26483154296875,32.249473571777344,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,d6_yoked,J00_g0_c1_recipient/d6_yoked,William,262, the,0,1,0.04965929691977008,0.27912139892578125,19.4487361907959,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,d6_ridge,J00_g0_c1_recipient/d6_ridge,William,262, the,0,1,0.04475362944195813,-0.117950439453125,17.368200302124023,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,reflection,J00_g0_c1_recipient/reflection,William,262, the,0,1,0.04418917070339787,-0.1564178466796875,17.462413787841797,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,reflection_capped,J00_g0_c1_recipient/reflection_capped,William,262, the,0,1,0.04418917070339787,-0.1564178466796875,17.462413787841797,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,intent_blind_reflection,J00_g0_c1_recipient/reflection,William,262, the,0,1,0.04418917070339787,-0.1564178466796875,17.462413787841797,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,wrong_intent_reflection,J00_g0_c1_recipient/none,William,10674, Elizabeth,0,0,0.007945970594270189,-3.2874679565429688,0.0,0,1,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,current_donor_oracle,J00_g0_c1_recipient/donor,William,262, the,0,1,0.08932398156589771,1.4388275146484375,27.96017074584961,0,0,0,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,textual_update,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g0_c1_recipient,J00,William,blue,recipient,swap,revoked_reflection,J00_g0_c1_recipient/none,William,10674, Elizabeth,0,0,0.007945970594270189,-3.2874679565429688,0.0,0,1,0,0
J00_g0_c1_color,J00,William,blue,color,keep,no_edit,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,d6_internal,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,d6_task,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,d6_yoked,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,d6_ridge,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,reflection,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,reflection_capped,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,intent_blind_reflection,J00_g0_c1_color/reflection,blue,4171, blue,1,0,0.06809441609416894,0.0033721923828125,36.225608825683594,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,wrong_intent_reflection,J00_g0_c1_color/reflection,blue,4171, blue,1,0,0.06809441609416894,0.0033721923828125,36.225608825683594,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,current_donor_oracle,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,textual_update,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,keep,revoked_reflection,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,no_edit,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,d6_internal,J00_g0_c1_color/d6_internal,blue,2266, red,0,0,0.0456200264561166,-0.10703277587890625,64.57799530029297,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,d6_task,J00_g0_c1_color/d6_task,blue,4171, blue,1,0,0.13248769303278696,0.823333740234375,25.843124389648438,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,d6_yoked,J00_g0_c1_color/d6_yoked,blue,4171, blue,1,0,0.07308255197730561,0.18841552734375,69.50834655761719,1,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,d6_ridge,J00_g0_c1_color/d6_ridge,blue,4171, blue,1,0,0.08676643267928644,0.189971923828125,33.80016326904297,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,reflection,J00_g0_c1_color/reflection,blue,4171, blue,1,0,0.06809441609416894,0.0033721923828125,36.225608825683594,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,reflection_capped,J00_g0_c1_color/reflection_capped,blue,4171, blue,1,0,0.06809441609416894,0.0033721923828125,36.225608825683594,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,intent_blind_reflection,J00_g0_c1_color/reflection,blue,4171, blue,1,0,0.06809441609416894,0.0033721923828125,36.225608825683594,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,wrong_intent_reflection,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,current_donor_oracle,J00_g0_c1_color/donor,blue,4171, blue,1,0,0.10957743826455993,0.47765350341796875,6.11676549911499,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,textual_update,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g0_c1_color,J00,William,blue,color,swap,revoked_reflection,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,no_edit,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,d6_internal,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,d6_task,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,d6_yoked,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,d6_ridge,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,reflection,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,reflection_capped,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,intent_blind_reflection,J00_g1_c0_recipient/reflection,William,607, her,0,1,0.011891809028169976,-1.9406585693359375,30.33055877685547,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,wrong_intent_reflection,J00_g1_c0_recipient/reflection,William,607, her,0,1,0.011891809028169976,-1.9406585693359375,30.33055877685547,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,current_donor_oracle,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,textual_update,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,keep,revoked_reflection,J00_g1_c0_recipient/none,William,3977, William,1,0,0.1381028580234292,1.8876419067382812,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,no_edit,J00_g1_c0_recipient/none,Elizabeth,3977, William,0,0,0.02091270457686215,-1.8876419067382812,0.0,0,1,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,d6_internal,J00_g1_c0_recipient/d6_internal,Elizabeth,3977, William,0,0,0.0103760039684,-3.18670654296875,15.542486190795898,0,1,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,d6_task,J00_g1_c0_recipient/d6_task,Elizabeth,607, her,0,1,0.02281651625008602,-1.604278564453125,11.075469017028809,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,d6_yoked,J00_g1_c0_recipient/d6_yoked,Elizabeth,607, her,0,1,0.04847389677806414,-0.08512115478515625,17.48072052001953,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,d6_ridge,J00_g1_c0_recipient/d6_ridge,Elizabeth,607, her,0,1,0.07643275444506398,1.9460220336914062,29.880271911621094,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,reflection,J00_g1_c0_recipient/reflection,Elizabeth,607, her,0,1,0.0828066535870316,1.9406585693359375,30.33055877685547,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,reflection_capped,J00_g1_c0_recipient/reflection_capped,Elizabeth,607, her,0,1,0.0828066535870316,1.9406585693359375,30.33055877685547,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,intent_blind_reflection,J00_g1_c0_recipient/reflection,Elizabeth,607, her,0,1,0.0828066535870316,1.9406585693359375,30.33055877685547,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,wrong_intent_reflection,J00_g1_c0_recipient/none,Elizabeth,3977, William,0,0,0.02091270457686215,-1.8876419067382812,0.0,0,1,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,current_donor_oracle,J00_g1_c0_recipient/donor,Elizabeth,607, her,0,1,0.08033839847124218,1.721466064453125,29.50972557067871,0,0,0,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,textual_update,J00_g0_c0_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21365241184267275,3.4654998779296875,0.0,0,0,1,0
J00_g1_c0_recipient,J00,Elizabeth,red,recipient,swap,revoked_reflection,J00_g1_c0_recipient/none,Elizabeth,3977, William,0,0,0.02091270457686215,-1.8876419067382812,0.0,0,1,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,no_edit,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,d6_internal,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,d6_task,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,d6_yoked,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,d6_ridge,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,reflection,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,reflection_capped,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,intent_blind_reflection,J00_g1_c0_color/reflection,red,2266, red,1,0,0.09507913271839802,1.2326126098632812,35.70337677001953,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,wrong_intent_reflection,J00_g1_c0_color/reflection,red,2266, red,1,0,0.09507913271839802,1.2326126098632812,35.70337677001953,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,current_donor_oracle,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,textual_update,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,keep,revoked_reflection,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,no_edit,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,d6_internal,J00_g1_c0_color/d6_internal,red,2266, red,1,0,0.05394152552245102,0.6619186401367188,62.72771072387695,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,d6_task,J00_g1_c0_color/d6_task,red,2266, red,1,0,0.09823269948479761,0.7263641357421875,26.68381118774414,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,d6_yoked,J00_g1_c0_color/d6_yoked,red,2266, red,1,0,0.10109823983544203,1.2516937255859375,69.50833892822266,1,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,d6_ridge,J00_g1_c0_color/d6_ridge,red,2266, red,1,0,0.1042614920021822,1.1622390747070312,33.507591247558594,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,reflection,J00_g1_c0_color/reflection,red,2266, red,1,0,0.09507913271839802,1.2326126098632812,35.70337677001953,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,reflection_capped,J00_g1_c0_color/reflection_capped,red,2266, red,1,0,0.09507913271839802,1.2326126098632812,35.70337677001953,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,intent_blind_reflection,J00_g1_c0_color/reflection,red,2266, red,1,0,0.09507913271839802,1.2326126098632812,35.70337677001953,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,wrong_intent_reflection,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,current_donor_oracle,J00_g1_c0_color/donor,red,2266, red,1,0,0.10190071762983487,1.0592575073242188,5.919430255889893,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,textual_update,J00_g0_c0_color/none,red,2266, red,1,0,0.09341023688275979,1.01361083984375,0.0,0,0,0,0
J00_g1_c0_color,J00,Elizabeth,red,color,swap,revoked_reflection,J00_g1_c0_color/none,red,2266, red,1,0,0.09358901305472868,1.0252914428710938,0.0,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,no_edit,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,d6_internal,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
