policy,step,case,coordinate,sign,source,candidate,internal_score,task_score,edit_norm,capped
internal,14,F03_Tom,14,-1,2aec9c2d1cc88d6f4546fa026eca692bf9b242ebb777cb6a89faf4c811449017,4469817759037822e3110c842d6ee571bc94a991a7283a6b34ccd8f19b1cdf44,-1.0354821072214888,-4.512708296128057,7.228653430938721,0
internal,15,F00_Mary,15,1,36705dcd6ecaf622de223c680868828a892a5f1c6b4dc3b13ba592a9c75bdab3,c5c4d124929c6c6162af93dfda7fb6b9b089c61480257abf724e5870d81fc36f,-0.505485608304787,-2.3029842664003755,15.191583633422852,0
internal,15,F00_Mary,15,-1,36705dcd6ecaf622de223c680868828a892a5f1c6b4dc3b13ba592a9c75bdab3,c540086da5f6cc9824c52d7e191e53ea9c8c7fa39f572617b3ee5e5c1363dd97,-0.4998215418925559,-2.311150823222709,15.191583633422852,0
internal,16,F01_Tom,16,1,0a8c1a7984024299eaa51593a0b90e085bb8a4341eb53e23ee26b3d0519818e6,d01ba3ca65823fe580e7956e3be8f84cb630968ba5d2169d950037d5c7a39bf4,-0.1480578282423165,-2.3696444855564467,29.64195442199707,0
internal,16,F01_Tom,16,-1,0a8c1a7984024299eaa51593a0b90e085bb8a4341eb53e23ee26b3d0519818e6,c5bbf54456b6d82ae566d660e035c13b40ab69fcdbee82b3cb6448f1295a4903,-0.14497595473010824,-2.3644298886339676,29.671552658081055,0
internal,17,F02_Mary,17,1,16775025a489b98c8737e3a492f4e973339e9edcff35c73655c5044698cb2c14,9b8f97666b357eb2924ea837dbb4ec31ea4f21423563b095b677e7b4cdc5ac26,-0.5358529970602128,-2.0383428401327124,14.33045768737793,0
internal,17,F02_Mary,17,-1,16775025a489b98c8737e3a492f4e973339e9edcff35c73655c5044698cb2c14,613939624cbc5c95751268667626a56102e54376108fa4cdad1ce5261bbbdf46,-0.5382231981202347,-2.0851452029917867,14.321342468261719,0
internal,18,F00_John,18,1,f965ae4a3b70f8babc5667d361a1c0e5e47c3f26def44c0f9f5d9c058e4bb5c0,b9e48d474115e73d5886abd7a4dae0c6fd7e80db0330cc0f19757449ab35ec38,-1.8138576249678475,-5.359818947437806,13.27597713470459,0
internal,18,F00_John,18,-1,f965ae4a3b70f8babc5667d361a1c0e5e47c3f26def44c0f9f5d9c058e4bb5c0,6cad4ae71bb510845c8d2ae04033ad4428da6c8a0f7a53179022a320d74f4a72,-1.7940384203782818,-5.36471343642801,13.228802680969238,0
internal,19,F01_Sarah,19,1,6a040bafce3bfcdfbab4a38d81325bc0b3a00b55a5bfa9245f7b701f2cf3df28,12a826f8eee11ad533a24f4b43aed009236321a29dae2334c19056f11449dc9b,-0.08062574721819797,-1.8291869154159404,33.16403579711914,0
internal,19,F01_Sarah,19,-1,6a040bafce3bfcdfbab4a38d81325bc0b3a00b55a5bfa9245f7b701f2cf3df28,ac2ddfa6eb62c1b15d9f6e1884e68e3c0cdd25c68b49b04c2839f64813c437c4,-0.07711610713975839,-1.8068982224102361,33.16472625732422,0
internal,20,F00_Mary,0,1,1c079600297edab36151ff07dc9f4f3a1f8448a6d0e3e448b2f6f093c369bdbb,3045d2cae491e1344c458968dcf8867900d6358c31f91db6267d8195112e93a3,-0.6795174433816906,-2.5556452953771607,12.535637855529785,0
internal,20,F00_Mary,0,-1,1c079600297edab36151ff07dc9f4f3a1f8448a6d0e3e448b2f6f093c369bdbb,90d8b70466ac976da76880b3dfde7ddef407eedc45518375e774297d6caa0782,-0.3431248168960625,-2.087245917551406,18.35426139831543,0
internal,21,F03_Sarah,1,1,7159246a45f852c3c5b025717acc4f049687bc600fdc3858cdb4814f073782c7,44910b38c974c6366e35b2842df9960e7af77d7eeeded0a88acd602c85e685e8,-0.33547865006850613,-4.024650700715989,16.169824600219727,0
internal,21,F03_Sarah,1,-1,7159246a45f852c3c5b025717acc4f049687bc600fdc3858cdb4814f073782c7,ba787c910123cb512c0a526b3e7aa1bff97aebb8f688e5ce3f0797147eadd56c,-0.1583179837101572,-3.19498495051898,22.117334365844727,0
internal,22,F03_Tom,2,1,aa4d87c167c8de072fd9c8c9000df2aeeea4c75795092595a9e3f8c38a304314,db7b0e25e47afe249019db74b26b3b9f5a60e2d045218e9cb06e88709a2514ff,-0.5480515982178281,-1.7846850393087144,17.522470474243164,0
internal,22,F03_Tom,2,-1,aa4d87c167c8de072fd9c8c9000df2aeeea4c75795092595a9e3f8c38a304314,712d8ccf8b967a6a23b502d3bfa07a94f3a9c15a0ee2e8e21f97aa84abbdbe51,-0.5600589128397244,-1.8258555123472455,17.306415557861328,0
internal,23,F02_John,3,1,453daa0010e55a72ec0a97862e45c2a01712a501f37f69392869c4f1819c2605,439dab936f501064079616fa030086d2fd5ccf82bddf1f54f25c1c91a9f35c03,-0.7953785933011295,-4.3470527721631305,9.88525676727295,0
internal,23,F02_John,3,-1,453daa0010e55a72ec0a97862e45c2a01712a501f37f69392869c4f1819c2605,8b126aedf220593fb18ec603dcfbb3cebf6ea835c2d8ac65f97a70f5c868a144,-1.0448991491153279,-5.176837412008722,10.258478164672852,0
internal,24,F03_Sarah,4,1,5c9055c632d01b3c729f9a6bf70f040cd082f6085f30303ba84ddbb0516dc903,697d34335faa50638b35482b895f578bf527ae78384622d59542b7599fd5b5f8,-0.1232344932323879,-2.361652155512325,28.855798721313477,0
internal,24,F03_Sarah,4,-1,5c9055c632d01b3c729f9a6bf70f040cd082f6085f30303ba84ddbb0516dc903,80e9657af8f4a2c50f9cd289ca67560ff929bfd61adcfb75801b9bc69c9ce622,-0.160613075873348,-3.227383719286756,21.888978958129883,0
internal,25,F00_Mary,5,1,c04751844134083a2e515cc5ee31c57d20ad68ddd8cce39db4e66c2c14feb9bb,f89449ec61a11c7aa5510d6690181f3b6950c018fccebc4d229b2313bacf1f4b,-0.8878180437894718,-2.91891435357324,8.829771995544434,0
internal,25,F00_Mary,5,-1,c04751844134083a2e515cc5ee31c57d20ad68ddd8cce39db4e66c2c14feb9bb,7de176aa155b5f799b69c879417834a1a0496ce69106e57176a5e866294f1bf0,-0.8874893184289556,-2.9090524158049202,11.173413276672363,0
internal,26,F00_John,6,1,efd1669ed5f87ce0402c9db912d9ab78186021d468a9b5933b4a3dfbb0a2f690,afcaef53575a483c8c2438a8117320061b47e93228881a3227d308d6279c7416,-2.356804759499883,-6.982539183727478,35.57896041870117,0
internal,26,F00_John,6,-1,efd1669ed5f87ce0402c9db912d9ab78186021d468a9b5933b4a3dfbb0a2f690,b072413cbf69043b1e23c54a696d0298df30a6f1fe346929150d9a18ea649058,-2.336935310174282,-6.871452667754129,34.82716751098633,0
internal,27,F02_Mary,7,1,461289d245a2fd18d14d0a5af4cf8ce3672161f1a64a36af140bdaaa7f7be7c6,583077830a93a4d8a7060de0707c0a373dab0696ccbbd875bf25c4861992fe11,-0.1755001502331465,-1.1758330315234666,31.97357177734375,0
internal,27,F02_Mary,7,-1,461289d245a2fd18d14d0a5af4cf8ce3672161f1a64a36af140bdaaa7f7be7c6,acab75e006d82eae5bf6b7c3354a2186b7f47edebc4b6fdc6a798da02dccb690,-0.1664991428664527,-1.1260975351524054,31.587379455566406,0
internal,28,F01_Tom,8,1,900c6ba3d8c360c8c15bd7ef7f5a0c0077f6fd5f6e71ca19567c0b4af491d773,52e62342abcb7126202e7d905e78a93e82e3620dbfa5744b022ed5183be17d09,-0.06438238369089992,-1.8485802188844842,33.98866653442383,0
internal,28,F01_Tom,8,-1,900c6ba3d8c360c8c15bd7ef7f5a0c0077f6fd5f6e71ca19567c0b4af491d773,47f0d393632e420891cc11b54940079d190bf985bccabee350e51bddd57a9305,-0.0625020450909547,-1.943705639978651,34.04004669189453,0
internal,29,F02_John,9,1,2fb4f55d8e47888e74e1e4987f98e2c7a1957d9fda1ad506d46e98d264d4b2ed,9e34ef795ab8dc58ffde83e3992028259331090bf5ed4fe8697f044fa165532d,-0.989194993940914,-4.653638229949837,8.16775894165039,0
internal,29,F02_John,9,-1,2fb4f55d8e47888e74e1e4987f98e2c7a1957d9fda1ad506d46e98d264d4b2ed,101dde22f12c71287f170ae4d59446e63ea57eae996cf3aff6e880936beb3d6d,-0.9651729557972567,-4.697182166093396,7.035401821136475,0
internal,30,F03_Tom,10,1,99d361446be23fd57485cc7aa1ff6885b89fe83a7cf1e84139fc133cd09a9fe6,6317094d60819d159775fcfc3e95fe4a7bcc10ea0e8a76fd365caa1497336c5b,-0.9724640899252057,-3.5105514997283596,16.00434684753418,0
internal,30,F03_Tom,10,-1,99d361446be23fd57485cc7aa1ff6885b89fe83a7cf1e84139fc133cd09a9fe6,e9818b1b3806da6090c1c0e474b8da51be299454628d49f6ae8ca28490ffe7ec,-0.9634215282746517,-3.51277778430446,16.541793823242188,0
internal,31,F01_Sarah,11,1,80ee1bf265d3c074bf0aab8e9ecaf7c9f7216e3261f19b8da7dab42bd1028656,10d36060f2a211373b6f0ff7f96a6ae9fd6b3eb5cca6000eefb64f690d4786b1,-0.18103374431731067,-0.7981157111757611,60.93399429321289,0
internal,31,F01_Sarah,11,-1,80ee1bf265d3c074bf0aab8e9ecaf7c9f7216e3261f19b8da7dab42bd1028656,55638c759c2f99eeba9034d50459fc5403368470d66df7c4b54f0568b7ce0015,-0.18076393963171355,-0.7870347842587369,61.01420211791992,0
internal,32,F02_John,12,1,c7c6928b09ffd13c3d1069032d48b2c2bc930019b19d942469da8e5b2f060f95,8db1238b4073120eaa76d7a5b9aaf99c8a6d749255321215cdc9d9533a2b3e96,-0.9823875960528407,-4.784583498348109,5.570216178894043,0
internal,32,F02_John,12,-1,c7c6928b09ffd13c3d1069032d48b2c2bc930019b19d942469da8e5b2f060f95,a32bd55a270fd798041d5b5e5ceb8470917ddca52bea5ffd53f1653559a154a5,-0.9281079872200063,-4.630326492164374,8.529723167419434,0
internal,33,F02_Mary,13,1,08e688b30836b9ca8e6d141aea1d1d683cf761d0d42579553c4e722727b43dff,61a67ee225ed8b3e5ebd95d363c0455d7424400030d76e989b2047684bf45673,-0.17970663986783353,-1.2063008584593025,30.575130462646484,0
internal,33,F02_Mary,13,-1,08e688b30836b9ca8e6d141aea1d1d683cf761d0d42579553c4e722727b43dff,3b9fa012a1efb3f0089e29eeb261299f629f5f131e606928c0cb54744daea1b3,-0.17875634539760538,-1.1656930117089945,30.55156707763672,0
internal,34,F03_Sarah,14,1,9d06adf38765a66171f4f95b4ae1324555ecea1e8cd9508ca7ed4f7b6b9934bc,05716af60c2c85e650d73e7a837b0bf61cb652246b53793d5ca948bf577e46ef,-0.13055532869690872,-1.8313727431801872,34.66341781616211,0
internal,34,F03_Sarah,14,-1,9d06adf38765a66171f4f95b4ae1324555ecea1e8cd9508ca7ed4f7b6b9934bc,62f0542de4db41602fb97ec930c7c896342543dbdf88c6a898ec447089411896,-0.12984980215800374,-1.8080954760247403,34.18340301513672,0
internal,35,F03_Tom,15,1,09c32e5a253a849b02e566af96679839ef2c38c518057af1b73cdbca2e0ba107,b4c9ed3c207383951eedb486731bfecf221ad318a48b5968af557988db339d28,-0.9751765775777543,-3.6677006542198356,19.86758041381836,0
internal,35,F03_Tom,15,-1,09c32e5a253a849b02e566af96679839ef2c38c518057af1b73cdbca2e0ba107,300879d6a4f09879fd80bf9c9a5132434bf1321b3975b42310cc2eda3a0fc93a,-0.9775643307619017,-3.7164052603177993,20.064197540283203,0
internal,36,F00_John,16,1,a8e198cd1f85022c3e861fea615bbd9e353cf0a443d6d7993619988e4a42c943,16df067c1c3f9652faacc61b31956ea884904a26a158765f08e77eebce1df9b6,-2.3857881662956486,-6.999413096564565,36.28936767578125,0
internal,36,F00_John,16,-1,a8e198cd1f85022c3e861fea615bbd9e353cf0a443d6d7993619988e4a42c943,fec23982de9e50a61780224112262be4edb8136c441bc4c3b23603137dc8b117,-2.3709351099578053,-7.028245510550901,36.28894805908203,0
internal,37,F00_Mary,17,1,b97b72c6d6f0a37950520570921bd50f8192177372c2a3baf372681feec203ce,9eea14c6c3432bd42de27743d3a474183bb6262dcd5e089b3cdca641509e1897,-0.8673532493674875,-2.908277276104047,13.994747161865234,0
internal,37,F00_Mary,17,-1,b97b72c6d6f0a37950520570921bd50f8192177372c2a3baf372681feec203ce,ee816004c17f29f07b77ea82eda516a3714583212bd092174f57727b1d5255f2,-0.8637383219119962,-2.936556092307594,13.71762752532959,0
internal,38,F01_Tom,18,1,3cb7e1c5ed77c24521dc1e8af780ec0011273d97d0cbe84a95014e8cf990aa1d,a109110c57cc5242b3d561dd7cbaa5a3d30c67f9ee1837ebca06de08c845b376,-0.06475045417594844,-1.9325920610210139,35.05402374267578,0
internal,38,F01_Tom,18,-1,3cb7e1c5ed77c24521dc1e8af780ec0011273d97d0cbe84a95014e8cf990aa1d,f18e27ed469c823f8037fe3760fcf8a8f55eea4f284f353432f3ac178bd6b398,-0.06312891403407447,-1.9054041104307147,34.99934387207031,0
internal,39,F01_Sarah,19,1,8a6f7c22ceefcd19dcaf50c1c96c6564b3edeb583b500e92a29c879a38b425f1,08cd50a8348ca7bd7bd0446a2b2495b22e768155db4935e36ad246534282f72b,-0.176440332025879,-0.8582007047642092,60.842254638671875,0
internal,39,F01_Sarah,19,-1,8a6f7c22ceefcd19dcaf50c1c96c6564b3edeb583b500e92a29c879a38b425f1,b2cf0ada79ff18a146bfd6ebc4e7229343c9febc7ae6411562064aef1e56921e,-0.18104499290519435,-0.8378298161718761,60.87409591674805,0
internal,40,F01_Sarah,0,1,1d48e68ea1f80994620690a17a3abe5d1d144b2f961421d54a849e693d0d534b,f5eef84e29cd72bec491418f8e357c8caf42fd939476edcaf096dd69a9b993d1,-0.15127355861591785,-0.8770642891080456,56.812496185302734,0
internal,40,F01_Sarah,0,-1,1d48e68ea1f80994620690a17a3abe5d1d144b2f961421d54a849e693d0d534b,d3f478f5cf82c27d9425f634a7fd4a883c9bc738773f58953befa6168a179b17,-0.19331191581789478,-0.7832848235773651,64.85070037841797,0
internal,41,F03_Sarah,1,1,d24d4c8a3b8edcecf98f6f47e993dc193cff2213f66170537ef97e75f5a21f5c,e1dbeb79538d0dd3b3e57b16a198df8cf959de182c722b6a8b19dd1a45180560,-0.15153957657414854,-3.119539296449428,24.140918731689453,0
internal,41,F03_Sarah,1,-1,d24d4c8a3b8edcecf98f6f47e993dc193cff2213f66170537ef97e75f5a21f5c,977a931d2500b2ddcaa1a9e468a72e007f89f562bfd8a751a0dc3b0d7b1d91b4,-0.13007796098840427,-2.3539583118888214,30.38945960998535,0
internal,42,F02_Mary,2,1,05babc6a872a3b493db2912d11743306fbaaf6b6ff8b46e0ef363399efaae04c,abb997f1c892ec2dcafa4900af3294565f3c99a14ef827fd63a654a698307c5e,-0.2669603403694652,-1.6679522778906182,19.829994201660156,0
internal,42,F02_Mary,2,-1,05babc6a872a3b493db2912d11743306fbaaf6b6ff8b46e0ef363399efaae04c,4d9c8e749eb2ab6197a20a60440f83ce2761b294bb48329c19b9da7a2bec66b1,-0.35079354839085514,-1.8888340887741646,16.608905792236328,0
internal,43,F02_John,3,1,5f6af3fd15b1c4f7520b28a27bda6f4f97a0776498ab2352b9331a3dedc66a8f,6f0a6c4412395cb8c338cb3418ea7a50db6c71f8679c5eb6d0c1692fe9c5e0dd,-0.9637889865440762,-4.728651117239807,10.72751235961914,0
internal,43,F02_John,3,-1,5f6af3fd15b1c4f7520b28a27bda6f4f97a0776498ab2352b9331a3dedc66a8f,4818e1e9be12285712869335373c55a05a4421296067b72ce6e75d1c943a3344,-1.14296874697893,-5.466139035875063,13.907176971435547,0
internal,44,F03_Tom,4,1,25ef99739df20e8d341f1e78f94cc2415f2236ab97854bd1e2c8761cd6eb2efe,bf56091734b4809fb07249debaa69f049c61af926a71f4302e79dfdd7e9b506c,-1.1256060555072382,-6.3184529982204305,25.036174774169922,0
internal,44,F03_Tom,4,-1,25ef99739df20e8d341f1e78f94cc2415f2236ab97854bd1e2c8761cd6eb2efe,99ff53872a2d06a08b01071c71fa6ea9af00b6ea45a351987348c079e1b1788c,-1.063791789574322,-4.8209617403281095,21.222604751586914,0
internal,45,F00_Mary,5,1,debd2ba79804721d7f612379cdc80a05306351c0d11238d0bda8f497bd7c8e05,11f6d10472c7b045bd9e4b890397845ae1800ce39622c9eb9318d355b25bf7b6,-1.67375019458271,-5.35892790502035,39.0604248046875,0
internal,45,F00_Mary,5,-1,debd2ba79804721d7f612379cdc80a05306351c0d11238d0bda8f497bd7c8e05,0813c70d2762bc9e1d4f95c72498da7b2264f53d169e8c21dd51b64f063e7617,-1.6356366317162472,-5.3471749797754775,39.905540466308594,0
internal,46,F00_John,6,1,0377d5c8a7e391a0a04d1fc144e93368289477b35b2d607cf807e3e9166caf4e,55e1a635c34534cab898cea4799f178049351df3f8f39942e610697c0b7298be,-2.637089277138766,-8.09546463710161,56.28940200805664,0
internal,46,F00_John,6,-1,0377d5c8a7e391a0a04d1fc144e93368289477b35b2d607cf807e3e9166caf4e,bc7872ae5d4bef76205253c3ef6d268d6e63c2859226db5e16bc8dcd7f34e22f,-2.619778448759618,-8.041567993332816,55.3616828918457,0
internal,47,F01_Tom,7,1,4797853cbffa5aaf5a16c7f9db26892d9731b1ba54c1e1744cbcdc4a9d36c571,93df3c00717ce2791a5f001084221b711409bbfdc0f3cef1f73b9005068603f9,-0.10133483428188368,-1.7404740033554682,42.62776184082031,0
internal,47,F01_Tom,7,-1,4797853cbffa5aaf5a16c7f9db26892d9731b1ba54c1e1744cbcdc4a9d36c571,f0ac80a0846e95b64b80b48663776b41c8f8a26d678816564f92b9b31004a411,-0.11538465538830038,-1.6232674211728797,43.218719482421875,0
internal,48,F03_Sarah,8,1,baf4fa54df1782a0fc3bcaaf29e0c77b8cc64fa937222cbb6e3b8c72d775290c,e474b6299be454dae3d8695456008101fd28bc9039d682c23c944477354adf6e,-0.12148622928833488,-2.5021558356590425,31.579652786254883,0
internal,48,F03_Sarah,8,-1,baf4fa54df1782a0fc3bcaaf29e0c77b8cc64fa937222cbb6e3b8c72d775290c,2e48b5bc0d24acf776ca11a39776e9c0a8bd2757993c23ee25b8e82bccc7da8c,-0.11940365522535815,-2.466998747762416,33.97216033935547,0
internal,49,F03_Tom,9,1,386660bbe43a58086a8cd304a4c22a512b21908cbc1057bebf486556e416a404,66006c3a8b4023854827014a3139744ac62a32e164a47559c36f57cdfb5cd072,-0.9602353616935339,-3.461392662368419,27.730728149414062,0
internal,49,F03_Tom,9,-1,386660bbe43a58086a8cd304a4c22a512b21908cbc1057bebf486556e416a404,d7ff936645911d1ce211f8cbc6a3cbd411670d32578e385a2178e9eaf0bd24f2,-0.9172135133801474,-3.2796306265962154,30.56058692932129,0
internal,50,F00_John,10,1,392b5009348c8a8d074a042baa1f5f23ec0bfd9d89a6a2557105db7013eb1b15,c94d988603de2c1117ad8eb54fda50f8f9658f5125ceeeaff67ce0fddb14ce4e,-2.6203673974515747,-8.03217233004433,54.90581512451172,0
internal,50,F00_John,10,-1,392b5009348c8a8d074a042baa1f5f23ec0bfd9d89a6a2557105db7013eb1b15,039ca58b8f5c80b4f7f3905d83b8c3b8c272859a3920fd4c1ea7546594bc52da,-2.5997212710323887,-7.999306494511625,54.08179473876953,0
internal,51,F01_Sarah,11,1,ba6a07b94d48971f05851f61d2d3ef59f49743ee171070355ffcf5e7bfcfffbe,b21709357a250279abdda6e51ff1e0e4641d0251b9b8e83cf417523c3ba00f3f,-0.13917624336185258,-1.009770743159676,54.00975036621094,0
internal,51,F01_Sarah,11,-1,ba6a07b94d48971f05851f61d2d3ef59f49743ee171070355ffcf5e7bfcfffbe,e2e64c6e55d45d745ddbc64f0d72c2cbaae82e47953bab18b1b0dd06aeae2472,-0.13265792194525822,-1.0480121132220548,53.19940948486328,0
internal,52,F02_Mary,12,1,304cb404d088b328b11b373543a39d997d67567fa3bf0b9a740262ea77141400,2c6557d0dce3f267bbad49e0a5bf5dcd5d21bbc8847eb99c5f3f0e3dd8b4bde7,-0.37026344862374216,-1.8504847955024928,16.036659240722656,0
