id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J00_g0_c1_recipient/no_edit/later_giver,J00_g0_c1_recipient,J00,blue,William,no_edit,later_giver,257, a,Elizabeth,William,0,0,1,0.014708127455168026,0.026943218957127906,"{""William"": -105.61308288574219, ""Elizabeth"": -106.21841430664062, ""red"": -111.51933288574219, ""blue"": -111.87876892089844}","{""William"": 0.026943218957127906, ""Elizabeth"": 0.014708127455168026, ""red"": 7.334959103063271e-05, ""blue"": 5.12031418197288e-05}",bacaf219be606cb1b09504b44d8070c1d2dc9584e9a16f7075ef8ae97461d341,"[2130, 13, 383, 308, 1428, 373]",9c1953ff1efa73c53b243d42e43fc442b6d2cb7fbbb11a8b0ebce66c1ebeea0a,0.0
J00_g0_c1_recipient/no_edit/later_color,J00_g0_c1_recipient,J00,blue,William,no_edit,later_color,4171, blue,blue,blue,1,1,0,0.06888475090975034,0.06888475090975034,"{""William"": -120.20545196533203, ""Elizabeth"": -122.02925872802734, ""red"": -116.26317596435547, ""blue"": -116.0398178100586}","{""William"": 0.0010690823633620005, ""Elizabeth"": 0.00017256072309558876, ""red"": 0.055095975698284644, ""blue"": 0.06888475090975034}",bacaf219be606cb1b09504b44d8070c1d2dc9584e9a16f7075ef8ae97461d341,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",104de1731823dabc9412dd8836fd8ef881afa44cc5329b39767e71c0acd6d75a,0.0
J00_g0_c1_recipient/internal/later_giver,J00_g0_c1_recipient,J00,blue,William,internal,later_giver,257, a,Elizabeth,William,0,0,1,0.014197536648678245,0.027815035334314057,"{""William"": -105.75741577148438, ""Elizabeth"": -106.42992401123047, ""red"": -111.72129821777344, ""blue"": -112.07989501953125}","{""William"": 0.027815035334314057, ""Elizabeth"": 0.014197536648678245, ""red"": 7.148227712183187e-05, ""blue"": 4.994152119272823e-05}",37de6bebb88035e907570e874c7405f3f6655e0b4a85a03b7045c1bb5b4819af,"[2130, 13, 383, 308, 1428, 373]",4479aa573365abb698eee561fb1061e79f65661c5d7e9915726943f458b635a0,0.431304931640625
J00_g0_c1_recipient/internal/later_color,J00_g0_c1_recipient,J00,blue,William,internal,later_color,4171, blue,blue,blue,1,1,0,0.06921662147394834,0.06921662147394834,"{""William"": -119.94022369384766, ""Elizabeth"": -121.78832244873047, ""red"": -115.98833465576172, ""blue"": -115.74376678466797}","{""William"": 0.0010416272140719197, ""Elizabeth"": 0.00016409419839880166, ""red"": 0.054199579894847034, ""blue"": 0.06921662147394834}",37de6bebb88035e907570e874c7405f3f6655e0b4a85a03b7045c1bb5b4819af,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",20bfd85dd9160cead345d5adba4bdfc1d2b4de8076e90b9c5e971c6663dcb2a0,0.39935302734375
J00_g0_c1_recipient/task/later_giver,J00_g0_c1_recipient,J00,blue,William,task,later_giver,257, a,Elizabeth,William,0,0,1,0.014174735327787912,0.028216508729659633,"{""William"": -105.533447265625, ""Elizabeth"": -106.22189331054688, ""red"": -111.51123809814453, ""blue"": -111.84425354003906}","{""William"": 0.028216508729659633, ""Elizabeth"": 0.014174735327787912, ""red"": 7.151245776961685e-05, ""blue"": 5.125720672558805e-05}",6ded4ce46265a22cb3bf9d3db84639d58773aa116bff8863a68eaa1595fceaf2,"[2130, 13, 383, 308, 1428, 373]",68fe3c505660fee668cec92b389015328e56f9472ed78913d5bcd6b90021ec8f,0.1784515380859375
J00_g0_c1_recipient/task/later_color,J00_g0_c1_recipient,J00,blue,William,task,later_color,4171, blue,blue,blue,1,1,0,0.06640806449948815,0.06640806449948815,"{""William"": -119.83321380615234, ""Elizabeth"": -121.69685363769531, ""red"": -115.97966003417969, ""blue"": -115.7459716796875}","{""William"": 0.0011146900407961232, ""Elizabeth"": 0.00017289627070793057, ""red"": 0.05256918691080475, ""blue"": 0.06640806449948815}",6ded4ce46265a22cb3bf9d3db84639d58773aa116bff8863a68eaa1595fceaf2,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",55ab9da71efe508314f458ebcf91f6bb16679357f8e36cfafd9131df58809529,0.486846923828125
J00_g0_c1_recipient/yoked/later_giver,J00_g0_c1_recipient,J00,blue,William,yoked,later_giver,257, a,Elizabeth,William,0,0,1,0.014106850504083984,0.027744479224179663,"{""William"": -105.3404769897461, ""Elizabeth"": -106.01685333251953, ""red"": -111.28983306884766, ""blue"": -111.63117218017578}","{""William"": 0.027744479224179663, ""Elizabeth"": 0.014106850504083984, ""red"": 7.234425710856417e-05, ""blue"": 5.142358719656792e-05}",85160e58162442989cab39b128498bc40eadfeca2c4abbf66e28526139ca53c3,"[2130, 13, 383, 308, 1428, 373]",8e41bd1023e7f4592d1744c9c2125d622f1730f71d5cb3d79a0afcb06d016658,0.3998260498046875
J00_g0_c1_recipient/yoked/later_color,J00_g0_c1_recipient,J00,blue,William,yoked,later_color,4171, blue,blue,blue,1,1,0,0.06665329520741402,0.06665329520741402,"{""William"": -120.0306396484375, ""Elizabeth"": -121.8886947631836, ""red"": -116.08185577392578, ""blue"": -115.87918853759766}","{""William"": 0.0010492266563384503, ""Elizabeth"": 0.0001636538520918809, ""red"": 0.05442574249405456, ""blue"": 0.06665329520741402}",85160e58162442989cab39b128498bc40eadfeca2c4abbf66e28526139ca53c3,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",419efac1ab0ba0b2ef58b82b765fa824109a8d4c9340fac34071199aee89b318,0.3302764892578125
J00_g0_c1_recipient/supervised_ridge/later_giver,J00_g0_c1_recipient,J00,blue,William,supervised_ridge,later_giver,257, a,Elizabeth,William,0,0,1,0.01400529246636432,0.02750169415427389,"{""William"": -105.2904281616211, ""Elizabeth"": -105.96524047851562, ""red"": -111.26034545898438, ""blue"": -111.5955581665039}","{""William"": 0.02750169415427389, ""Elizabeth"": 0.01400529246636432, ""red"": 7.025177606819417e-05, ""blue"": 5.0243082837274766e-05}",e9ea32bb84f210055654ae01bbc361529f52c896768a3c0b49aac19d02fd0d71,"[2130, 13, 383, 308, 1428, 373]",4aa692668a753d547562a39cf00635a16d4625a6f6943f41fc1f5f155458d73d,0.43148040771484375
J00_g0_c1_recipient/supervised_ridge/later_color,J00_g0_c1_recipient,J00,blue,William,supervised_ridge,later_color,4171, blue,blue,blue,1,1,0,0.0677280792986657,0.0677280792986657,"{""William"": -119.66647338867188, ""Elizabeth"": -121.50357055664062, ""red"": -115.70381164550781, ""blue"": -115.48152923583984}","{""William"": 0.0010310283495402843, ""Elizabeth"": 0.00016422128429062003, ""red"": 0.05422914231037123, ""blue"": 0.0677280792986657}",e9ea32bb84f210055654ae01bbc361529f52c896768a3c0b49aac19d02fd0d71,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",ae98f0a479285c00357ae1e9fe912ac32bf806d3e80df61372d6565bbe980e97,0.6977691650390625
J00_g0_c1_recipient/reflection/later_giver,J00_g0_c1_recipient,J00,blue,William,reflection,later_giver,257, a,Elizabeth,William,0,0,1,0.013932711740570482,0.02751490958202682,"{""William"": -105.67974853515625, ""Elizabeth"": -106.36023712158203, ""red"": -111.67679595947266, ""blue"": -112.02245330810547}","{""William"": 0.02751490958202682, ""Elizabeth"": 0.013932711740570482, ""red"": 6.840431305759988e-05, ""blue"": 4.841349176755025e-05}",704c2235cda6e8f3c694bfb592f530d75d771af150867f081f74133af21c74a4,"[2130, 13, 383, 308, 1428, 373]",602e8600c7e10e2a64b02a0a5b5099a916d18e3b663b4586263490a134b60395,0.32196807861328125
J00_g0_c1_recipient/reflection/later_color,J00_g0_c1_recipient,J00,blue,William,reflection,later_color,4171, blue,blue,blue,1,1,0,0.06631866051651741,0.06631866051651741,"{""William"": -120.1229019165039, ""Elizabeth"": -121.94755554199219, ""red"": -116.15982055664062, ""blue"": -115.9640884399414}","{""William"": 0.0010363012016677015, ""Elizabeth"": 0.0001671279171679734, ""red"": 0.0545293558795105, ""blue"": 0.06631866051651741}",704c2235cda6e8f3c694bfb592f530d75d771af150867f081f74133af21c74a4,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",0b2f1ccb2834d3e92a2325f1937884948edd2917ef8044f081cb1eecc1404f4e,0.2584075927734375
J00_g0_c1_recipient/residual_donor/later_giver,J00_g0_c1_recipient,J00,blue,William,residual_donor,later_giver,257, a,Elizabeth,William,0,0,1,0.013613777622256289,0.026885680326819938,"{""William"": -105.81160736083984, ""Elizabeth"": -106.49211883544922, ""red"": -111.7268295288086, ""blue"": -112.07157897949219}","{""William"": 0.026885680326819938, ""Elizabeth"": 0.013613777622256289, ""red"": 7.253918698861047e-05, ""blue"": 5.1386601914561426e-05}",f5552d76510d70252c1509fb87df9065a9d2477ec7ad1444b56de9de4c470a6c,"[2130, 13, 383, 308, 1428, 373]",421a12928abf85967c2e0aeaafb5e88068f564c5475e455cc5e34d28beb7409a,0.4177398681640625
J00_g0_c1_recipient/residual_donor/later_color,J00_g0_c1_recipient,J00,blue,William,residual_donor,later_color,4171, blue,blue,blue,1,1,0,0.06595037414197351,0.06595037414197351,"{""William"": -120.84305572509766, ""Elizabeth"": -122.68441772460938, ""red"": -116.89674377441406, ""blue"": -116.69718170166016}","{""William"": 0.0010439676775972984, ""Elizabeth"": 0.00016557459333583192, ""red"": 0.05401925080961846, ""blue"": 0.06595037414197351}",f5552d76510d70252c1509fb87df9065a9d2477ec7ad1444b56de9de4c470a6c,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",6b75ad3620c881a7451b4bede345bdf0cbec25e1eff8b11dfb4619ab402bcd38,0.93670654296875
J00_g0_c1_recipient/prefix_donor/later_giver,J00_g0_c1_recipient,J00,blue,William,prefix_donor,later_giver,257, a,Elizabeth,William,0,0,1,0.023225247232684324,0.03220990217813259,"{""William"": -107.09735870361328, ""Elizabeth"": -107.42439270019531, ""red"": -113.22383880615234, ""blue"": -113.76895904541016}","{""William"": 0.03220990217813259, ""Elizabeth"": 0.023225247232684324, ""red"": 7.035466571170818e-05, ""blue"": 4.0789670018036514e-05}",0bbbcf2f5a8bfd2b4ea83d4c8b235f2016770d46d35b247bb2b66ff98a27f932,"[2130, 13, 383, 308, 1428, 373]",63f4bee30443a6942a1cde6f1537f569b26484ac94be8d41a8b5279f259cc5fd,2.9880523681640625
J00_g0_c1_recipient/prefix_donor/later_color,J00_g0_c1_recipient,J00,blue,William,prefix_donor,later_color,4171, blue,blue,blue,1,1,0,0.08105376066324016,0.08105376066324016,"{""William"": -118.3025894165039, ""Elizabeth"": -118.35015106201172, ""red"": -113.96141052246094, ""blue"": -113.66459655761719}","{""William"": 0.0007843654653368219, ""Elizabeth"": 0.0007479330143770934, ""red"": 0.0602377168309798, ""blue"": 0.08105376066324016}",0bbbcf2f5a8bfd2b4ea83d4c8b235f2016770d46d35b247bb2b66ff98a27f932,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1a445dbd988892ab1a9649e2248ac8182ae8b81c317e0396c90639c20a2c9966,3.7838134765625
J00_g0_c1_recipient/internal_restore_upper/later_giver,J00_g0_c1_recipient,J00,blue,William,internal_restore_upper,later_giver,257, a,Elizabeth,William,0,0,1,0.014708127455168026,0.026943218957127906,"{""William"": -105.61308288574219, ""Elizabeth"": -106.21841430664062, ""red"": -111.51933288574219, ""blue"": -111.87876892089844}","{""William"": 0.026943218957127906, ""Elizabeth"": 0.014708127455168026, ""red"": 7.334959103063271e-05, ""blue"": 5.12031418197288e-05}",bacaf219be606cb1b09504b44d8070c1d2dc9584e9a16f7075ef8ae97461d341,"[2130, 13, 383, 308, 1428, 373]",9c1953ff1efa73c53b243d42e43fc442b6d2cb7fbbb11a8b0ebce66c1ebeea0a,0.0
J00_g0_c1_recipient/internal_restore_upper/later_color,J00_g0_c1_recipient,J00,blue,William,internal_restore_upper,later_color,4171, blue,blue,blue,1,1,0,0.06888475090975034,0.06888475090975034,"{""William"": -120.20545196533203, ""Elizabeth"": -122.02925872802734, ""red"": -116.26317596435547, ""blue"": -116.0398178100586}","{""William"": 0.0010690823633620005, ""Elizabeth"": 0.00017256072309558876, ""red"": 0.055095975698284644, ""blue"": 0.06888475090975034}",bacaf219be606cb1b09504b44d8070c1d2dc9584e9a16f7075ef8ae97461d341,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",104de1731823dabc9412dd8836fd8ef881afa44cc5329b39767e71c0acd6d75a,0.0
J00_g0_c1_recipient/internal_restore_lower/later_giver,J00_g0_c1_recipient,J00,blue,William,internal_restore_lower,later_giver,257, a,Elizabeth,William,0,0,1,0.014197536648678245,0.027815035334314057,"{""William"": -105.75741577148438, ""Elizabeth"": -106.42992401123047, ""red"": -111.72129821777344, ""blue"": -112.07989501953125}","{""William"": 0.027815035334314057, ""Elizabeth"": 0.014197536648678245, ""red"": 7.148227712183187e-05, ""blue"": 4.994152119272823e-05}",37de6bebb88035e907570e874c7405f3f6655e0b4a85a03b7045c1bb5b4819af,"[2130, 13, 383, 308, 1428, 373]",4479aa573365abb698eee561fb1061e79f65661c5d7e9915726943f458b635a0,0.431304931640625
J00_g0_c1_recipient/internal_restore_lower/later_color,J00_g0_c1_recipient,J00,blue,William,internal_restore_lower,later_color,4171, blue,blue,blue,1,1,0,0.06921662147394834,0.06921662147394834,"{""William"": -119.94022369384766, ""Elizabeth"": -121.78832244873047, ""red"": -115.98833465576172, ""blue"": -115.74376678466797}","{""William"": 0.0010416272140719197, ""Elizabeth"": 0.00016409419839880166, ""red"": 0.054199579894847034, ""blue"": 0.06921662147394834}",37de6bebb88035e907570e874c7405f3f6655e0b4a85a03b7045c1bb5b4819af,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",20bfd85dd9160cead345d5adba4bdfc1d2b4de8076e90b9c5e971c6663dcb2a0,0.39935302734375
