case,arm,layer,kind,prior_positions_max_error,last_position_max_error
J05_g0_c0_recipient,reflection,5,key,0.0,0.0
J05_g0_c0_recipient,reflection,5,value,0.0,0.0
J05_g0_c0_recipient,reflection,6,key,0.0,0.0
J05_g0_c0_recipient,reflection,6,value,0.0,0.0
J05_g0_c0_recipient,reflection,7,key,0.0,0.0
J05_g0_c0_recipient,reflection,7,value,0.0,0.0
J05_g0_c0_recipient,reflection,8,key,0.0,0.0
J05_g0_c0_recipient,reflection,8,value,0.0,0.0
J05_g0_c0_recipient,reflection,9,key,0.0,0.9129393100738525
J05_g0_c0_recipient,reflection,9,value,0.0,1.541138768196106
J05_g0_c0_recipient,reflection,10,key,0.0,1.0373344421386719
J05_g0_c0_recipient,reflection,10,value,0.0,1.071555256843567
J05_g0_c0_recipient,reflection,11,key,0.0,0.7890893220901489
J05_g0_c0_recipient,reflection,11,value,0.0,1.2543003559112549
J05_g0_c0_recipient,residual_donor,0,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,0,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,1,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,1,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,2,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,2,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,3,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,3,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,4,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,4,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,5,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,5,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,6,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,6,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,7,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,7,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,8,key,0.0,0.0
J05_g0_c0_recipient,residual_donor,8,value,0.0,0.0
J05_g0_c0_recipient,residual_donor,9,key,0.0,1.1879932880401611
J05_g0_c0_recipient,residual_donor,9,value,0.0,1.6634958982467651
J05_g0_c0_recipient,residual_donor,10,key,0.0,1.1576179265975952
J05_g0_c0_recipient,residual_donor,10,value,0.0,1.3363133668899536
J05_g0_c0_recipient,residual_donor,11,key,0.0,1.0610908269882202
J05_g0_c0_recipient,residual_donor,11,value,0.0,1.7742608785629272
J05_g0_c1_recipient,internal,0,key,0.0,0.0
J05_g0_c1_recipient,internal,0,value,0.0,0.0
J05_g0_c1_recipient,internal,1,key,0.0,0.0
J05_g0_c1_recipient,internal,1,value,0.0,0.0
J05_g0_c1_recipient,internal,2,key,0.0,0.0
J05_g0_c1_recipient,internal,2,value,0.0,0.0
J05_g0_c1_recipient,internal,3,key,0.0,0.0
J05_g0_c1_recipient,internal,3,value,0.0,0.0
J05_g0_c1_recipient,internal,4,key,0.0,0.0
J05_g0_c1_recipient,internal,4,value,0.0,0.0
J05_g0_c1_recipient,internal,5,key,0.0,0.0
J05_g0_c1_recipient,internal,5,value,0.0,0.0
J05_g0_c1_recipient,internal,6,key,0.0,0.0
J05_g0_c1_recipient,internal,6,value,0.0,0.0
J05_g0_c1_recipient,internal,7,key,0.0,0.0
J05_g0_c1_recipient,internal,7,value,0.0,0.0
J05_g0_c1_recipient,internal,8,key,0.0,0.0
J05_g0_c1_recipient,internal,8,value,0.0,0.0
J05_g0_c1_recipient,internal,9,key,0.0,1.2167898416519165
J05_g0_c1_recipient,internal,9,value,0.0,1.7392023801803589
J05_g0_c1_recipient,internal,10,key,0.0,0.958220362663269
J05_g0_c1_recipient,internal,10,value,0.0,1.195478916168213
J05_g0_c1_recipient,internal,11,key,0.0,1.2785425186157227
J05_g0_c1_recipient,internal,11,value,0.0,1.4443467855453491
J05_g0_c1_recipient,task,0,key,0.0,0.0
J05_g0_c1_recipient,task,0,value,0.0,0.0
J05_g0_c1_recipient,task,1,key,0.0,0.0
J05_g0_c1_recipient,task,1,value,0.0,0.0
J05_g0_c1_recipient,task,2,key,0.0,0.0
J05_g0_c1_recipient,task,2,value,0.0,0.0
J05_g0_c1_recipient,task,3,key,0.0,0.0
J05_g0_c1_recipient,task,3,value,0.0,0.0
J05_g0_c1_recipient,task,4,key,0.0,0.0
J05_g0_c1_recipient,task,4,value,0.0,0.0
J05_g0_c1_recipient,task,5,key,0.0,0.0
J05_g0_c1_recipient,task,5,value,0.0,0.0
J05_g0_c1_recipient,task,6,key,0.0,0.0
J05_g0_c1_recipient,task,6,value,0.0,0.0
J05_g0_c1_recipient,task,7,key,0.0,0.0
J05_g0_c1_recipient,task,7,value,0.0,0.0
J05_g0_c1_recipient,task,8,key,0.0,0.0
J05_g0_c1_recipient,task,8,value,0.0,0.0
J05_g0_c1_recipient,task,9,key,0.0,0.6958987712860107
J05_g0_c1_recipient,task,9,value,0.0,1.3806629180908203
J05_g0_c1_recipient,task,10,key,0.0,0.5002037286758423
J05_g0_c1_recipient,task,10,value,0.0,0.6979986429214478
J05_g0_c1_recipient,task,11,key,0.0,0.42415428161621094
J05_g0_c1_recipient,task,11,value,0.0,0.7685033082962036
J05_g0_c1_recipient,yoked,0,key,0.0,0.0
J05_g0_c1_recipient,yoked,0,value,0.0,0.0
J05_g0_c1_recipient,yoked,1,key,0.0,0.0
J05_g0_c1_recipient,yoked,1,value,0.0,0.0
J05_g0_c1_recipient,yoked,2,key,0.0,0.0
J05_g0_c1_recipient,yoked,2,value,0.0,0.0
J05_g0_c1_recipient,yoked,3,key,0.0,0.0
J05_g0_c1_recipient,yoked,3,value,0.0,0.0
J05_g0_c1_recipient,yoked,4,key,0.0,0.0
J05_g0_c1_recipient,yoked,4,value,0.0,0.0
J05_g0_c1_recipient,yoked,5,key,0.0,0.0
J05_g0_c1_recipient,yoked,5,value,0.0,0.0
J05_g0_c1_recipient,yoked,6,key,0.0,0.0
J05_g0_c1_recipient,yoked,6,value,0.0,0.0
J05_g0_c1_recipient,yoked,7,key,0.0,0.0
J05_g0_c1_recipient,yoked,7,value,0.0,0.0
J05_g0_c1_recipient,yoked,8,key,0.0,0.0
J05_g0_c1_recipient,yoked,8,value,0.0,0.0
J05_g0_c1_recipient,yoked,9,key,0.0,1.5034360885620117
J05_g0_c1_recipient,yoked,9,value,0.0,2.7091658115386963
J05_g0_c1_recipient,yoked,10,key,0.0,0.9082947969436646
J05_g0_c1_recipient,yoked,10,value,0.0,1.0927430391311646
J05_g0_c1_recipient,yoked,11,key,0.0,0.7460305690765381
J05_g0_c1_recipient,yoked,11,value,0.0,1.3469228744506836
J05_g0_c1_recipient,supervised_ridge,0,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,0,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,1,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,1,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,2,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,2,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,3,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,3,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,4,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,4,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,5,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,5,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,6,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,6,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,7,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,7,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,8,key,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,8,value,0.0,0.0
J05_g0_c1_recipient,supervised_ridge,9,key,0.0,0.8209768533706665
J05_g0_c1_recipient,supervised_ridge,9,value,0.0,1.2446070909500122
J05_g0_c1_recipient,supervised_ridge,10,key,0.0,0.9528416395187378
J05_g0_c1_recipient,supervised_ridge,10,value,0.0,0.9519162774085999
J05_g0_c1_recipient,supervised_ridge,11,key,0.0,0.7366757392883301
J05_g0_c1_recipient,supervised_ridge,11,value,0.0,1.204224705696106
J05_g0_c1_recipient,reflection,0,key,0.0,0.0
J05_g0_c1_recipient,reflection,0,value,0.0,0.0
J05_g0_c1_recipient,reflection,1,key,0.0,0.0
J05_g0_c1_recipient,reflection,1,value,0.0,0.0
J05_g0_c1_recipient,reflection,2,key,0.0,0.0
J05_g0_c1_recipient,reflection,2,value,0.0,0.0
J05_g0_c1_recipient,reflection,3,key,0.0,0.0
J05_g0_c1_recipient,reflection,3,value,0.0,0.0
J05_g0_c1_recipient,reflection,4,key,0.0,0.0
J05_g0_c1_recipient,reflection,4,value,0.0,0.0
J05_g0_c1_recipient,reflection,5,key,0.0,0.0
J05_g0_c1_recipient,reflection,5,value,0.0,0.0
J05_g0_c1_recipient,reflection,6,key,0.0,0.0
J05_g0_c1_recipient,reflection,6,value,0.0,0.0
J05_g0_c1_recipient,reflection,7,key,0.0,0.0
J05_g0_c1_recipient,reflection,7,value,0.0,0.0
J05_g0_c1_recipient,reflection,8,key,0.0,0.0
J05_g0_c1_recipient,reflection,8,value,0.0,0.0
J05_g0_c1_recipient,reflection,9,key,0.0,0.8335561156272888
J05_g0_c1_recipient,reflection,9,value,0.0,1.2975373268127441
J05_g0_c1_recipient,reflection,10,key,0.0,0.9658678770065308
J05_g0_c1_recipient,reflection,10,value,0.0,0.9798269271850586
J05_g0_c1_recipient,reflection,11,key,0.0,0.7640297412872314
J05_g0_c1_recipient,reflection,11,value,0.0,1.1836369037628174
J05_g0_c1_recipient,residual_donor,0,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,0,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,1,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,1,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,2,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,2,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,3,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,3,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,4,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,4,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,5,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,5,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,6,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,6,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,7,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,7,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,8,key,0.0,0.0
J05_g0_c1_recipient,residual_donor,8,value,0.0,0.0
J05_g0_c1_recipient,residual_donor,9,key,0.0,1.135558843612671
J05_g0_c1_recipient,residual_donor,9,value,0.0,1.4625182151794434
J05_g0_c1_recipient,residual_donor,10,key,0.0,1.007455587387085
J05_g0_c1_recipient,residual_donor,10,value,0.0,1.2663050889968872
J05_g0_c1_recipient,residual_donor,11,key,0.0,1.0569491386413574
J05_g0_c1_recipient,residual_donor,11,value,0.0,1.7737687826156616
J05_g1_c0_recipient,internal,0,key,0.0,0.0
J05_g1_c0_recipient,internal,0,value,0.0,0.0
J05_g1_c0_recipient,internal,1,key,0.0,0.0
J05_g1_c0_recipient,internal,1,value,0.0,0.0
J05_g1_c0_recipient,internal,2,key,0.0,0.0
J05_g1_c0_recipient,internal,2,value,0.0,0.0
J05_g1_c0_recipient,internal,3,key,0.0,0.0
J05_g1_c0_recipient,internal,3,value,0.0,0.0
J05_g1_c0_recipient,internal,4,key,0.0,0.0
J05_g1_c0_recipient,internal,4,value,0.0,0.0
J05_g1_c0_recipient,internal,5,key,0.0,0.0
J05_g1_c0_recipient,internal,5,value,0.0,0.0
J05_g1_c0_recipient,internal,6,key,0.0,0.0
J05_g1_c0_recipient,internal,6,value,0.0,0.0
J05_g1_c0_recipient,internal,7,key,0.0,0.0
J05_g1_c0_recipient,internal,7,value,0.0,0.0
J05_g1_c0_recipient,internal,8,key,0.0,0.0
J05_g1_c0_recipient,internal,8,value,0.0,0.0
J05_g1_c0_recipient,internal,9,key,0.0,0.6603679656982422
J05_g1_c0_recipient,internal,9,value,0.0,1.1066340208053589
J05_g1_c0_recipient,internal,10,key,0.0,0.586350679397583
J05_g1_c0_recipient,internal,10,value,0.0,0.573169469833374
J05_g1_c0_recipient,internal,11,key,0.0,0.5140458345413208
J05_g1_c0_recipient,internal,11,value,0.0,0.7791424989700317
J05_g1_c0_recipient,task,0,key,0.0,0.0
J05_g1_c0_recipient,task,0,value,0.0,0.0
J05_g1_c0_recipient,task,1,key,0.0,0.0
J05_g1_c0_recipient,task,1,value,0.0,0.0
J05_g1_c0_recipient,task,2,key,0.0,0.0
J05_g1_c0_recipient,task,2,value,0.0,0.0
J05_g1_c0_recipient,task,3,key,0.0,0.0
J05_g1_c0_recipient,task,3,value,0.0,0.0
J05_g1_c0_recipient,task,4,key,0.0,0.0
J05_g1_c0_recipient,task,4,value,0.0,0.0
J05_g1_c0_recipient,task,5,key,0.0,0.0
J05_g1_c0_recipient,task,5,value,0.0,0.0
J05_g1_c0_recipient,task,6,key,0.0,0.0
J05_g1_c0_recipient,task,6,value,0.0,0.0
J05_g1_c0_recipient,task,7,key,0.0,0.0
J05_g1_c0_recipient,task,7,value,0.0,0.0
J05_g1_c0_recipient,task,8,key,0.0,0.0
J05_g1_c0_recipient,task,8,value,0.0,0.0
J05_g1_c0_recipient,task,9,key,0.0,0.6648995876312256
J05_g1_c0_recipient,task,9,value,0.0,1.2726000547409058
J05_g1_c0_recipient,task,10,key,0.0,0.5976455211639404
J05_g1_c0_recipient,task,10,value,0.0,0.8381860256195068
J05_g1_c0_recipient,task,11,key,0.0,0.6533517241477966
J05_g1_c0_recipient,task,11,value,0.0,1.0182979106903076
J05_g1_c0_recipient,yoked,0,key,0.0,0.0
J05_g1_c0_recipient,yoked,0,value,0.0,0.0
J05_g1_c0_recipient,yoked,1,key,0.0,0.0
J05_g1_c0_recipient,yoked,1,value,0.0,0.0
J05_g1_c0_recipient,yoked,2,key,0.0,0.0
J05_g1_c0_recipient,yoked,2,value,0.0,0.0
J05_g1_c0_recipient,yoked,3,key,0.0,0.0
J05_g1_c0_recipient,yoked,3,value,0.0,0.0
J05_g1_c0_recipient,yoked,4,key,0.0,0.0
J05_g1_c0_recipient,yoked,4,value,0.0,0.0
J05_g1_c0_recipient,yoked,5,key,0.0,0.0
J05_g1_c0_recipient,yoked,5,value,0.0,0.0
J05_g1_c0_recipient,yoked,6,key,0.0,0.0
J05_g1_c0_recipient,yoked,6,value,0.0,0.0
J05_g1_c0_recipient,yoked,7,key,0.0,0.0
J05_g1_c0_recipient,yoked,7,value,0.0,0.0
J05_g1_c0_recipient,yoked,8,key,0.0,0.0
J05_g1_c0_recipient,yoked,8,value,0.0,0.0
J05_g1_c0_recipient,yoked,9,key,0.0,1.1754138469696045
J05_g1_c0_recipient,yoked,9,value,0.0,2.7210278511047363
J05_g1_c0_recipient,yoked,10,key,0.0,1.1206218004226685
J05_g1_c0_recipient,yoked,10,value,0.0,1.4681980609893799
J05_g1_c0_recipient,yoked,11,key,0.0,1.0407801866531372
J05_g1_c0_recipient,yoked,11,value,0.0,1.845618486404419
J05_g1_c0_recipient,supervised_ridge,0,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,0,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,1,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,1,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,2,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,2,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,3,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,3,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,4,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,4,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,5,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,5,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,6,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,6,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,7,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,7,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,8,key,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,8,value,0.0,0.0
J05_g1_c0_recipient,supervised_ridge,9,key,0.0,0.970168948173523
J05_g1_c0_recipient,supervised_ridge,9,value,0.0,2.226682186126709
J05_g1_c0_recipient,supervised_ridge,10,key,0.0,0.898389995098114
J05_g1_c0_recipient,supervised_ridge,10,value,0.0,1.226818323135376
J05_g1_c0_recipient,supervised_ridge,11,key,0.0,0.8007510900497437
J05_g1_c0_recipient,supervised_ridge,11,value,0.0,1.5940507650375366
J05_g1_c0_recipient,reflection,0,key,0.0,0.0
J05_g1_c0_recipient,reflection,0,value,0.0,0.0
J05_g1_c0_recipient,reflection,1,key,0.0,0.0
J05_g1_c0_recipient,reflection,1,value,0.0,0.0
J05_g1_c0_recipient,reflection,2,key,0.0,0.0
J05_g1_c0_recipient,reflection,2,value,0.0,0.0
J05_g1_c0_recipient,reflection,3,key,0.0,0.0
J05_g1_c0_recipient,reflection,3,value,0.0,0.0
J05_g1_c0_recipient,reflection,4,key,0.0,0.0
J05_g1_c0_recipient,reflection,4,value,0.0,0.0
J05_g1_c0_recipient,reflection,5,key,0.0,0.0
J05_g1_c0_recipient,reflection,5,value,0.0,0.0
J05_g1_c0_recipient,reflection,6,key,0.0,0.0
J05_g1_c0_recipient,reflection,6,value,0.0,0.0
J05_g1_c0_recipient,reflection,7,key,0.0,0.0
J05_g1_c0_recipient,reflection,7,value,0.0,0.0
J05_g1_c0_recipient,reflection,8,key,0.0,0.0
J05_g1_c0_recipient,reflection,8,value,0.0,0.0
J05_g1_c0_recipient,reflection,9,key,0.0,1.0415462255477905
J05_g1_c0_recipient,reflection,9,value,0.0,2.312445878982544
J05_g1_c0_recipient,reflection,10,key,0.0,0.9939906597137451
J05_g1_c0_recipient,reflection,10,value,0.0,1.2326418161392212
J05_g1_c0_recipient,reflection,11,key,0.0,0.824738621711731
J05_g1_c0_recipient,reflection,11,value,0.0,1.6789400577545166
J05_g1_c0_recipient,residual_donor,0,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,0,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,1,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,1,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,2,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,2,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,3,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,3,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,4,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,4,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,5,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,5,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,6,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,6,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,7,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,7,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,8,key,0.0,0.0
J05_g1_c0_recipient,residual_donor,8,value,0.0,0.0
J05_g1_c0_recipient,residual_donor,9,key,0.0,1.1879932880401611
J05_g1_c0_recipient,residual_donor,9,value,0.0,1.6634958982467651
J05_g1_c0_recipient,residual_donor,10,key,0.0,1.1148390769958496
J05_g1_c0_recipient,residual_donor,10,value,0.0,1.2822468280792236
J05_g1_c0_recipient,residual_donor,11,key,0.0,0.9985707998275757
J05_g1_c0_recipient,residual_donor,11,value,0.0,1.731386423110962
J05_g1_c1_recipient,internal,0,key,0.0,0.0
J05_g1_c1_recipient,internal,0,value,0.0,0.0
J05_g1_c1_recipient,internal,1,key,0.0,0.0
J05_g1_c1_recipient,internal,1,value,0.0,0.0
J05_g1_c1_recipient,internal,2,key,0.0,0.0
J05_g1_c1_recipient,internal,2,value,0.0,0.0
J05_g1_c1_recipient,internal,3,key,0.0,0.0
J05_g1_c1_recipient,internal,3,value,0.0,0.0
J05_g1_c1_recipient,internal,4,key,0.0,0.0
J05_g1_c1_recipient,internal,4,value,0.0,0.0
J05_g1_c1_recipient,internal,5,key,0.0,0.0
J05_g1_c1_recipient,internal,5,value,0.0,0.0
J05_g1_c1_recipient,internal,6,key,0.0,0.0
J05_g1_c1_recipient,internal,6,value,0.0,0.0
J05_g1_c1_recipient,internal,7,key,0.0,0.0
J05_g1_c1_recipient,internal,7,value,0.0,0.0
J05_g1_c1_recipient,internal,8,key,0.0,0.0
J05_g1_c1_recipient,internal,8,value,0.0,0.0
J05_g1_c1_recipient,internal,9,key,0.0,0.7736178040504456
J05_g1_c1_recipient,internal,9,value,0.0,1.0457242727279663
J05_g1_c1_recipient,internal,10,key,0.0,0.5912299156188965
J05_g1_c1_recipient,internal,10,value,0.0,0.6524174213409424
J05_g1_c1_recipient,internal,11,key,0.0,0.6267551183700562
