id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J05_g0_c1_recipient/residual_donor/initial_recipient,J05_g0_c1_recipient,J05,blue,Joseph,residual_donor,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.32286350029544586,0.02555862291224579,"{""Joseph"": -95.52446746826172, ""Susan"": -98.06072235107422, ""red"": -105.68029022216797, ""blue"": -106.02703094482422}","{""Joseph"": 0.32286350029544586, ""Susan"": 0.02555862291224579, ""red"": 1.25429927028746e-05, ""blue"": 8.867752984088145e-06}",J05_g0_c1_recipient/donor,3a9594f6b93fe5f4924f8f2d33872e1556cab21b9583a65f0651c045edf5de25,3a9594f6b93fe5f4924f8f2d33872e1556cab21b9583a65f0651c045edf5de25
J05_g0_c1_recipient/prefix_donor/initial_recipient,J05_g0_c1_recipient,J05,blue,Joseph,prefix_donor,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.6218545681601644,0.006719228914143153,"{""Joseph"": -95.3495101928711, ""Susan"": -99.87724304199219, ""red"": -106.6974105834961, ""blue"": -106.85543823242188}","{""Joseph"": 0.6218545681601644, ""Susan"": 0.006719228914143153, ""red"": 7.334293885584707e-06, ""blue"": 6.262212089268352e-06}",J05_g1_c1_recipient/none,f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66
J05_g0_c1_recipient/internal_restore_upper/initial_recipient,J05_g0_c1_recipient,J05,blue,Joseph,internal_restore_upper,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.23754997282665533,0.045650975955308995,"{""Joseph"": -84.76968383789062, ""Susan"": -86.41903686523438, ""red"": -94.64136505126953, ""blue"": -94.7401351928711}","{""Joseph"": 0.23754997282665533, ""Susan"": 0.045650975955308995, ""red"": 1.226135049300088e-05, ""blue"": 1.1108181815010776e-05}",J05_g0_c1_recipient/d6_internal,1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d,6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c
J05_g0_c1_recipient/internal_restore_lower/initial_recipient,J05_g0_c1_recipient,J05,blue,Joseph,internal_restore_lower,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.23754997282665533,0.045650975955308995,"{""Joseph"": -84.76968383789062, ""Susan"": -86.41903686523438, ""red"": -94.64136505126953, ""blue"": -94.7401351928711}","{""Joseph"": 0.23754997282665533, ""Susan"": 0.045650975955308995, ""red"": 1.226135049300088e-05, ""blue"": 1.1108181815010776e-05}",J05_g0_c1_recipient/d6_internal,1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d,1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d
J05_g1_c0_recipient/no_edit/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,no_edit,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.007748639700669732,0.6444619244423707,"{""Joseph"": -92.37813568115234, ""Susan"": -96.79903411865234, ""red"": -103.95298767089844, ""blue"": -104.29576873779297}","{""Joseph"": 0.6444619244423707, ""Susan"": 0.007748639700669732, ""red"": 6.057632409266364e-06, ""blue"": 4.299668665976764e-06}",J05_g1_c0_recipient/none,68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9
J05_g1_c0_recipient/internal/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,internal,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.001584924106422627,0.734945143826977,"{""Joseph"": -92.21080017089844, ""Susan"": -98.35005950927734, ""red"": -103.70731353759766, ""blue"": -104.11957550048828}","{""Joseph"": 0.734945143826977, ""Susan"": 0.001584924106422627, ""red"": 7.471066607756895e-06, ""blue"": 4.946972689297514e-06}",J05_g1_c0_recipient/d6_internal,cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e
J05_g1_c0_recipient/task/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,task,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.030864484261587482,0.3124250020699837,"{""Joseph"": -85.55490112304688, ""Susan"": -87.86965942382812, ""red"": -96.31434631347656, ""blue"": -96.41764068603516}","{""Joseph"": 0.3124250020699837, ""Susan"": 0.030864484261587482, ""red"": 6.637096113655122e-06, ""blue"": 5.985741132412144e-06}",J05_g1_c0_recipient/d6_task,afa3180e25b2ef14c97cc18154c255cff1a6cbaf0c664a31e231baf280148df8,afa3180e25b2ef14c97cc18154c255cff1a6cbaf0c664a31e231baf280148df8
J05_g1_c0_recipient/yoked/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,yoked,initial_recipient,607, her,Susan,Joseph,0,0,1,0.166994104755761,0.033956949145260346,"{""Joseph"": -81.69625854492188, ""Susan"": -80.1033935546875, ""red"": -90.45966339111328, ""blue"": -90.77445220947266}","{""Joseph"": 0.033956949145260346, ""Susan"": 0.166994104755761, ""red"": 5.309214805873777e-06, ""blue"": 3.875424228466526e-06}",J05_g1_c0_recipient/d6_yoked,80ce0ab7065f6057b48d3a6cdedd94e69c3d41b7067a5a003bae933bf59cec43,80ce0ab7065f6057b48d3a6cdedd94e69c3d41b7067a5a003bae933bf59cec43
J05_g1_c0_recipient/supervised_ridge/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,supervised_ridge,initial_recipient,607, her,Susan,Joseph,0,0,1,0.15538437230226684,0.09175786554898528,"{""Joseph"": -83.8797378540039, ""Susan"": -83.35298919677734, ""red"": -93.37481689453125, ""blue"": -93.72926330566406}","{""Joseph"": 0.09175786554898528, ""Susan"": 0.15538437230226684, ""red"": 6.902125790742002e-06, ""blue"": 4.842267189516086e-06}",J05_g1_c0_recipient/d6_ridge,bdc7cf76dc28b11182b5f13873e6a171fe4ef292b6ededf2e13797943183c60f,bdc7cf76dc28b11182b5f13873e6a171fe4ef292b6ededf2e13797943183c60f
J05_g1_c0_recipient/reflection/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,reflection,initial_recipient,607, her,Susan,Joseph,0,0,1,0.17939970360313037,0.08871177795444815,"{""Joseph"": -83.75262451171875, ""Susan"": -83.04840087890625, ""red"": -93.252197265625, ""blue"": -93.69169616699219}","{""Joseph"": 0.08871177795444815, ""Susan"": 0.17939970360313037, ""red"": 6.6430765347570965e-06, ""blue"": 4.280527665657183e-06}",J05_g1_c0_recipient/reflection,d4e4c7f2038cedf091acabdcbaa98c97dfa0fa90ac8f8f3535c4666dd4071629,d4e4c7f2038cedf091acabdcbaa98c97dfa0fa90ac8f8f3535c4666dd4071629
J05_g1_c0_recipient/residual_donor/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,residual_donor,initial_recipient,14919, Susan,Susan,Joseph,1,0,0,0.23334460496089346,0.05557918221678556,"{""Joseph"": -81.2015609741211, ""Susan"": -79.76685333251953, ""red"": -89.90137481689453, ""blue"": -90.43264770507812}","{""Joseph"": 0.05557918221678556, ""Susan"": 0.23334460496089346, ""red"": 9.260426878549334e-06, ""blue"": 5.443799521957353e-06}",J05_g1_c0_recipient/donor,74878386247f137393791bc9dbd4649bcd96aab3be019d364a4a6e90a96dc888,74878386247f137393791bc9dbd4649bcd96aab3be019d364a4a6e90a96dc888
J05_g1_c0_recipient/prefix_donor/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,prefix_donor,initial_recipient,14919, Susan,Susan,Joseph,1,0,0,0.3395911589395527,0.03222734634054882,"{""Joseph"": -79.76502227783203, ""Susan"": -77.41009521484375, ""red"": -87.940185546875, ""blue"": -88.85192108154297}","{""Joseph"": 0.03222734634054882, ""Susan"": 0.3395911589395527, ""red"": 9.073947244466544e-06, ""blue"": 3.646150059241586e-06}",J05_g0_c0_recipient/none,8a0a738e1dd143f207e21b30a31e6afe575fa5dc01ab295fe9ad055f1d54f627,8a0a738e1dd143f207e21b30a31e6afe575fa5dc01ab295fe9ad055f1d54f627
J05_g1_c0_recipient/internal_restore_upper/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,internal_restore_upper,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.001584924106422627,0.734945143826977,"{""Joseph"": -92.21080017089844, ""Susan"": -98.35005950927734, ""red"": -103.70731353759766, ""blue"": -104.11957550048828}","{""Joseph"": 0.734945143826977, ""Susan"": 0.001584924106422627, ""red"": 7.471066607756895e-06, ""blue"": 4.946972689297514e-06}",J05_g1_c0_recipient/d6_internal,cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9
J05_g1_c0_recipient/internal_restore_lower/initial_recipient,J05_g1_c0_recipient,J05,red,Susan,internal_restore_lower,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.001584924106422627,0.734945143826977,"{""Joseph"": -92.21080017089844, ""Susan"": -98.35005950927734, ""red"": -103.70731353759766, ""blue"": -104.11957550048828}","{""Joseph"": 0.734945143826977, ""Susan"": 0.001584924106422627, ""red"": 7.471066607756895e-06, ""blue"": 4.946972689297514e-06}",J05_g1_c0_recipient/d6_internal,cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e
J05_g1_c1_recipient/no_edit/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,no_edit,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.006719228914143153,0.6218545681601644,"{""Joseph"": -95.3495101928711, ""Susan"": -99.87724304199219, ""red"": -106.6974105834961, ""blue"": -106.85543823242188}","{""Joseph"": 0.6218545681601644, ""Susan"": 0.006719228914143153, ""red"": 7.334293885584707e-06, ""blue"": 6.262212089268352e-06}",J05_g1_c1_recipient/none,f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66
J05_g1_c1_recipient/internal/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,internal,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.0014383230151848768,0.6735305420750786,"{""Joseph"": -94.0707015991211, ""Susan"": -100.21975708007812, ""red"": -105.14447021484375, ""blue"": -105.33204650878906}","{""Joseph"": 0.6735305420750786, ""Susan"": 0.0014383230151848768, ""red"": 1.0449143427326508e-05, ""blue"": 8.661983279208088e-06}",J05_g1_c1_recipient/d6_internal,e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628
J05_g1_c1_recipient/task/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,task,initial_recipient,607, her,Susan,Joseph,0,0,1,0.0534721883410622,0.07697968512171202,"{""Joseph"": -85.3812484741211, ""Susan"": -85.7456283569336, ""red"": -94.46395111083984, ""blue"": -94.32958221435547}","{""Joseph"": 0.07697968512171202, ""Susan"": 0.0534721883410622, ""red"": 8.74598029291437e-06, ""blue"": 1.0003780746623125e-05}",J05_g1_c1_recipient/d6_task,b6f50287f4d73f1d9046045285ca889a70a6510fd8f729fa8f3cd4aa2caf1a23,b6f50287f4d73f1d9046045285ca889a70a6510fd8f729fa8f3cd4aa2caf1a23
J05_g1_c1_recipient/yoked/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,yoked,initial_recipient,607, her,Susan,Joseph,0,0,1,0.1423410747511941,0.009993302086942314,"{""Joseph"": -81.56239318847656, ""Susan"": -78.90608215332031, ""red"": -89.09752655029297, ""blue"": -89.15058898925781}","{""Joseph"": 0.009993302086942314, ""Susan"": 0.1423410747511941, ""red"": 5.3363238294161905e-06, ""blue"": 5.060546874778116e-06}",J05_g1_c1_recipient/d6_yoked,c1f368c01f8ac1de2508a7fff3f60740e29b9217825522788592a6bce09c95ea,c1f368c01f8ac1de2508a7fff3f60740e29b9217825522788592a6bce09c95ea
J05_g1_c1_recipient/supervised_ridge/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,supervised_ridge,initial_recipient,607, her,Susan,Joseph,0,0,1,0.13228959168063095,0.0852810487636153,"{""Joseph"": -86.36043548583984, ""Susan"": -85.92139434814453, ""red"": -95.73756408691406, ""blue"": -95.8145523071289}","{""Joseph"": 0.0852810487636153, ""Susan"": 0.13228959168063095, ""red"": 7.218007433923312e-06, ""blue"": 6.683158572034308e-06}",J05_g1_c1_recipient/d6_ridge,7c2c34e8b676247979491a7155a2348ee722a90810971a7fba70f203885507e4,7c2c34e8b676247979491a7155a2348ee722a90810971a7fba70f203885507e4
J05_g1_c1_recipient/reflection/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,reflection,initial_recipient,607, her,Susan,Joseph,0,0,1,0.13966589377113234,0.0861599637422236,"{""Joseph"": -86.8965072631836, ""Susan"": -86.41345977783203, ""red"": -96.26116943359375, ""blue"": -96.4362564086914}","{""Joseph"": 0.0861599637422236, ""Susan"": 0.13966589377113234, ""red"": 7.383876122627252e-06, ""blue"": 6.197907564570632e-06}",J05_g1_c1_recipient/reflection,8d854be7109a840ddf0bbca57c73e57550578772bc41fd2a94a905a4acb28fbb,8d854be7109a840ddf0bbca57c73e57550578772bc41fd2a94a905a4acb28fbb
J05_g1_c1_recipient/residual_donor/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,residual_donor,initial_recipient,14919, Susan,Susan,Joseph,1,0,0,0.19056158515552563,0.06779407166757824,"{""Joseph"": -84.16905212402344, ""Susan"": -83.13555145263672, ""red"": -93.01377868652344, ""blue"": -93.27728271484375}","{""Joseph"": 0.06779407166757824, ""Susan"": 0.19056158515552563, ""red"": 9.771827190340537e-06, ""blue"": 7.508227661250143e-06}",J05_g1_c1_recipient/donor,23aa5468708885c9325ab6c5baddd6351809a5c23d4133ed3daee193ef9e5380,23aa5468708885c9325ab6c5baddd6351809a5c23d4133ed3daee193ef9e5380
J05_g1_c1_recipient/prefix_donor/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,prefix_donor,initial_recipient,14919, Susan,Susan,Joseph,1,0,0,0.2834628542604489,0.040111056195097756,"{""Joseph"": -82.23825073242188, ""Susan"": -80.28282165527344, ""red"": -90.55353546142578, ""blue"": -91.19879150390625}","{""Joseph"": 0.040111056195097756, ""Susan"": 0.2834628542604489, ""red"": 9.817068573616918e-06, ""blue"": 5.1493295379573055e-06}",J05_g0_c1_recipient/none,6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c
J05_g1_c1_recipient/internal_restore_upper/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,internal_restore_upper,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.0014383230151848768,0.6735305420750786,"{""Joseph"": -94.0707015991211, ""Susan"": -100.21975708007812, ""red"": -105.14447021484375, ""blue"": -105.33204650878906}","{""Joseph"": 0.6735305420750786, ""Susan"": 0.0014383230151848768, ""red"": 1.0449143427326508e-05, ""blue"": 8.661983279208088e-06}",J05_g1_c1_recipient/d6_internal,e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66
J05_g1_c1_recipient/internal_restore_lower/initial_recipient,J05_g1_c1_recipient,J05,blue,Susan,internal_restore_lower,initial_recipient,7212, Joseph,Susan,Joseph,0,1,0,0.0014383230151848768,0.6735305420750786,"{""Joseph"": -94.0707015991211, ""Susan"": -100.21975708007812, ""red"": -105.14447021484375, ""blue"": -105.33204650878906}","{""Joseph"": 0.6735305420750786, ""Susan"": 0.0014383230151848768, ""red"": 1.0449143427326508e-05, ""blue"": 8.661983279208088e-06}",J05_g1_c1_recipient/d6_internal,e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628
