sentence,arm,turn,score_input,probe,cosine_distance_from_plain,utterance,control_action
0,yoked_positive_next_sentence,18,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,yoked_positive_next_sentence,19,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,0,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,1,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,2,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,3,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,4,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,5,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,6,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,7,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,8,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,9,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,10,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,11,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,12,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,13,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,14,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,15,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,16,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,17,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,18,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,visible_sentence_only,19,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,0,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,1,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,2,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,3,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,4,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,5,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,6,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,7,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,8,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,9,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,10,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,11,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,12,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,13,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,14,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,15,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,16,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,17,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,18,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
0,constant_50,19,50,0.4654807561321018,0.0715322391406541,The folder was placed on the desk.,none
1,live_positive,0,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,1,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,2,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,3,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,4,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,5,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,6,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,7,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,8,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,9,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,10,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,11,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,12,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,13,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,14,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,15,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,16,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,17,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,18,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_positive,19,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,0,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,1,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,2,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,3,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,4,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,5,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,6,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,7,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,8,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,9,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,10,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,11,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,12,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,13,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,14,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,15,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,16,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,17,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,18,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,live_negative,19,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,random,0,90,0.466448923675103,0.07886531415658382,A visitor entered the meeting room.,none
1,random,1,10,0.4511943185984812,0.06908608744229916,A visitor entered the meeting room.,none
1,random,2,80,0.45757081257781396,0.0724633526152827,A visitor entered the meeting room.,none
1,random,3,0,0.42812477809546656,0.07774841385670861,A visitor entered the meeting room.,none
1,random,4,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,random,5,20,0.45227338642218434,0.08407743485657049,A visitor entered the meeting room.,none
1,random,6,40,0.45600438978478536,0.07259557810269357,A visitor entered the meeting room.,none
1,random,7,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,random,8,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,random,9,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,random,10,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,random,11,30,0.45709665965492885,0.07488696634529979,A visitor entered the meeting room.,none
1,random,12,10,0.4511943185984812,0.06908608744229916,A visitor entered the meeting room.,none
1,random,13,30,0.45709665965492885,0.07488696634529979,A visitor entered the meeting room.,none
1,random,14,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,random,15,90,0.466448923675103,0.07886531415658382,A visitor entered the meeting room.,none
1,random,16,10,0.4511943185984812,0.06908608744229916,A visitor entered the meeting room.,none
1,random,17,10,0.4511943185984812,0.06908608744229916,A visitor entered the meeting room.,none
1,random,18,100,0.4674741174975988,0.07702717930470171,A visitor entered the meeting room.,none
1,random,19,0,0.42812477809546656,0.07774841385670861,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,0,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,1,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,2,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,3,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,4,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,5,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,6,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,7,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,8,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,9,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,10,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,11,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,12,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,13,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,14,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,15,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,16,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,17,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,18,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,yoked_positive_next_sentence,19,60,0.46459298642515034,0.07547846636474476,A visitor entered the meeting room.,none
1,visible_sentence_only,0,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,1,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,2,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,3,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,4,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,5,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,6,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,7,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,8,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,9,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,10,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,11,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,12,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,13,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,14,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,15,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,16,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,17,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,18,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,visible_sentence_only,19,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,0,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,1,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,2,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,3,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,4,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,5,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,6,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,7,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,8,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,9,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,10,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,11,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,12,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,13,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,14,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,15,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,16,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,17,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,18,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
1,constant_50,19,50,0.45753535327959294,0.07294812561902408,A visitor entered the meeting room.,none
2,live_positive,0,50,0.6450069879785076,0.09424349881616956,The report was handed to the team.,none
2,live_positive,1,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,2,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,3,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,4,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,5,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,6,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,7,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,8,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,9,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,10,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,11,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,12,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,13,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,14,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,15,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,16,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,17,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,18,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_positive,19,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,live_negative,0,50,0.6450069879785076,0.09424349881616956,The report was handed to the team.,none
2,live_negative,1,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,2,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,3,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,4,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,5,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,6,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,7,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,8,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,9,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,10,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,11,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,12,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,13,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,14,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,15,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,16,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,17,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,18,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,live_negative,19,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,random,0,0,0.6152210186741296,0.10551170743924765,The report was handed to the team.,none
2,random,1,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,random,2,90,0.6505378680523296,0.09431482765984944,The report was handed to the team.,none
2,random,3,90,0.6505378680523296,0.09431482765984944,The report was handed to the team.,none
2,random,4,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,random,5,50,0.6450069879785076,0.09424349881616956,The report was handed to the team.,none
2,random,6,80,0.6457461769723926,0.09157846256046209,The report was handed to the team.,none
2,random,7,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,random,8,10,0.6388342337858397,0.08673965294735109,The report was handed to the team.,none
2,random,9,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,random,10,90,0.6505378680523296,0.09431482765984944,The report was handed to the team.,none
2,random,11,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,random,12,0,0.6152210186741296,0.10551170743924765,The report was handed to the team.,none
2,random,13,30,0.6398115602004473,0.0897623670297869,The report was handed to the team.,none
2,random,14,70,0.6440947834840168,0.09392036787978908,The report was handed to the team.,none
2,random,15,100,0.6524477389845944,0.09773159411930465,The report was handed to the team.,none
2,random,16,0,0.6152210186741296,0.10551170743924765,The report was handed to the team.,none
2,random,17,100,0.6524477389845944,0.09773159411930465,The report was handed to the team.,none
2,random,18,40,0.6392749444137117,0.09033743728924148,The report was handed to the team.,none
2,random,19,0,0.6152210186741296,0.10551170743924765,The report was handed to the team.,none
2,yoked_positive_next_sentence,0,50,0.6450069879785076,0.09424349881616956,The report was handed to the team.,none
2,yoked_positive_next_sentence,1,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,2,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,3,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,4,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,5,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,6,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,7,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,8,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,9,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,10,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,11,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,12,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
2,yoked_positive_next_sentence,13,60,0.6498813599008478,0.0939338526111062,The report was handed to the team.,none
